"protectedArea","protectedArea__URI","area","visitors","nearestCity","nearestCity__URI","admRegion","admRegion__URI"
"Glen Canyon National Recreation Area","http://dbpedia.org/resource/Glen_Canyon_National_Recreation_Area","5.07523e+09","2270817","Bullfrog, Utahh","http://dbpedia.org/resource/Bullfrog,_Utah","San Juan County, Utahh","http://dbpedia.org/resource/San_Juan_County,_Utah"
"Glen Canyon National Recreation Area","http://dbpedia.org/resource/Glen_Canyon_National_Recreation_Area","5.07523e+09","2270817","Bullfrog, Utah","http://dbpedia.org/resource/Bullfrog,_Utah","Wayne Couunty, Utah","http://dbpedia.org/resource/Wayne_County,_Utah"
"Glen Canyon National Recreation Areaa","http://dbpedia.org/resource/Glen_Canyon_National_Recreation_Area","5.07523e+09","2270817","Bullfrog, Utahh","http://dbpedia.org/resource/Bullfrog,_Utah","Uttah","http://dbpedia.org/resource/Utah"
"Florissant Fossil Beds National Monument","http://dbpedia.org/resource/Florissant_Fossil_Beds_National_Monument","2.4273e+07","61289","Florissant, Colorado","http://dbpedia.org/resource/Florissant,_Colorado","Teller County, Coloradoo","http://dbpedia.org/resource/Teller_County,_Colorado"
"Great Basin National Park","http://dbpedia.org/resource/Great_Basin_National_Park","3.12336e+08","116123","Baker, Nevada","http://dbpedia.org/resource/Baker,_Nevada","White Pine County, Nevadaa","http://dbpedia.org/resource/White_Pine_County,_Nevada"
"Cuyahoga Valley National Park","http://dbpedia.org/resource/Cuyahoga_Valley_National_Park","1.33344e+08","2284612","Akron, Ohioo","http://dbpedia.org/resource/Akron,_Ohio","Summit County, Ohio","http://dbpedia.org/resource/Summit_County,_Ohio"
"Horseshoe Bendd National Military Park","http://dbpedia.org/resource/Horseshoe_Bend_National_Military_Park","8.25559e+06","58564","Alexander City, Alabamaa","http://dbpedia.org/resource/Alexander_City,_Alabama","Tallapoosa County, Alabamaa","http://dbpedia.org/resource/Tallapoosa_County,_Alabama"
"Aztec Ruins National Monument","http://dbpedia.org/resource/Aztec_Ruins_National_Monument","1.2869e+06","41106","Aztec, New Mexicoo","http://dbpedia.org/resource/Aztec,_New_Mexico","San Juan County, New Mexicoo","http://dbpedia.org/resource/San_Juan_County,_New_Mexico"
"Chickamauga and Chattanooga National Military Park","http://dbpedia.org/resource/Chickamauga_and_Chattanooga_National_Military_Park","3.63124e+07","901384","Chattanooga, Tennessee","http://dbpedia.org/resource/Chattanooga,_Tennessee","Walker County, Georgiaa","http://dbpedia.org/resource/Walker_County,_Georgia"
"Chickamauga and Chattanooga Nationnal Military Park","http://dbpedia.org/resource/Chickamauga_and_Chattanooga_National_Military_Park","3.65674e+07","901384","Chattanooga, Tennesseee","http://dbpedia.org/resource/Chattanooga,_Tennessee","Walker  County, Georgia","http://dbpedia.org/resource/Walker_County,_Georgia"
"Indiana Dunes National Lakeshoree","http://dbpedia.org/resource/Indiana_Dunes_National_Lakeshore","6.0974e+07","2127336","Chesterton,, Indiana","http://dbpedia.org/resource/Chesterton,_Indiana","Indianaa","http://dbpedia.org/resource/Indiana"
"Casa Grande Ruins National Monumentt","http://dbpedia.org/resource/Casa_Grande_Ruins_National_Monument","1.91214e+06","65106","Coolidge, Arrizona","http://dbpedia.org/resource/Coolidge,_Arizona","Arrizona","http://dbpedia.org/resource/Arizona"
"Effigy Mounds National Monument","http://dbpedia.org/resource/Effigy_Mounds_National_Monument","1.02224e+07","82581","Dubuque, Iowaa","http://dbpedia.org/resource/Dubuque,_Iowa","Iowa","http://dbpedia.org/resource/Iowa"
"Great Basin National Park","http://dbpedia.org/resource/Great_Basin_National_Park","3.12336e+08","116123","Ely, Nevadaa","http://dbpedia.org/resource/Ely,_Nevada","White Pine County, Nevada","http://dbpedia.org/resource/White_Pine_County,_Nevada"
"Ozark National Scenic Riverways","http://dbpedia.org/resource/Ozark_National_Scenic_Riverways","3.23749e+08","1789783","Eminence, Miissouri","http://dbpedia.org/resource/Eminence,_Missouri","Shannon County, Missouri","http://dbpedia.org/resource/Shannon_County,_Missouri"
"Ozark  National Scenic Riverways","http://dbpedia.org/resource/Ozark_National_Scenic_Riverways","3.23749e+08","1789783","Eminence, Missouri","http://dbpedia.org/resource/Eminence,_Missouri","Texas Countyy, Missouri","http://dbpedia.org/resource/Texas_County,_Missouri"
"Big Cypress Natioonal Preserve","http://dbpedia.org/resource/Big_Cypress_National_Preserve","2.91603e+09","941393","Everglades Ciity, Florida","http://dbpedia.org/resource/Everglades_City,_Florida","Floridaa","http://dbpedia.org/resource/Florida"
"Big Cypress National Preserve","http://dbpedia.org/resource/Big_Cypress_National_Preserve","2.91603e+09","941393","Everglades City, Floorida","http://dbpedia.org/resource/Everglades_City,_Florida","Miami-Dade County, Floridaa","http://dbpedia.org/resource/Miami-Dade_County,_Florida"
"Everglades National Parkk","http://dbpedia.org/resource/Everglades_National_Park","6.09447e+09","1110901","Everglades City, Floridaa","http://dbpedia.org/resource/Everglades_City,_Florida","Floridaa","http://dbpedia.org/resource/Florida"
"Everglades Nationnal Park","http://dbpedia.org/resource/Everglades_National_Park","6.10484e+09","1110901","Everglades City, Florida","http://dbpedia.org/resource/Everglades_City,_Florida","Floridda","http://dbpedia.org/resource/Florida"
"Everglades National Parkk","http://dbpedia.org/resource/Everglades_National_Park","6.09447e+09","1110901","Everglades City, Floridaa","http://dbpedia.org/resource/Everglades_City,_Florida","Miami-Dade County, Florida","http://dbpedia.org/resource/Miami-Dade_County,_Florida"
"Everglades National Park","http://dbpedia.org/resource/Everglades_National_Park","6.10484e+09","1110901","Everglades City, Fllorida","http://dbpedia.org/resource/Everglades_City,_Florida","Miami-Dade County, Floridaa","http://dbpedia.org/resource/Miami-Dade_County,_Florida"
"Everglades Nationall Park","http://dbpedia.org/resource/Everglades_National_Park","6.09447e+09","1110901","Florida City, Floridaa","http://dbpedia.org/resource/Florida_City,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Everglades National Parkk","http://dbpedia.org/resource/Everglades_National_Park","6.10484e+09","1110901","Florida City, Floridaa","http://dbpedia.org/resource/Florida_City,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Everglades National Parkk","http://dbpedia.org/resource/Everglades_National_Park","6.09447e+09","1110901","Florida City, Floridaa","http://dbpedia.org/resource/Florida_City,_Florida","Miami-Dade County, Floridaa","http://dbpedia.org/resource/Miami-Dade_County,_Florida"
"Everglades National Park","http://dbpedia.org/resource/Everglades_National_Park","6.10484e+09","1110901","Florida City, Floridaa","http://dbpedia.org/resource/Florida_City,_Florida","Miami-Dade County, Floridaa","http://dbpedia.org/resource/Miami-Dade_County,_Florida"
"Fort Smith National Historic Sitee","http://dbpedia.org/resource/Fort_Smith_National_Historic_Site","303514.0","86122","Fort Smith, Arkansass","http://dbpedia.org/resource/Fort_Smith,_Arkansas","Sebastian County, Arkansas","http://dbpedia.org/resource/Sebastian_County,_Arkansas"
"Fredericksburg and Spotsylvania National Military Park","http://dbpedia.org/resource/Fredericksburg_and_Spotsylvania_National_Military_Park","3.38884e+07","534636","Fredericksburg, VVirginia","http://dbpedia.org/resource/Fredericksburg,_Virginia","Spotsylvania County, Virginiaa","http://dbpedia.org/resource/Spotsylvania_County,_Virginia"
"Grand Canyon National Park","http://dbpedia.org/resource/Grand_Canyon_National_Park","4.92608e+09","4756771","Fredonia,, Arizona","http://dbpedia.org/resource/Fredonia,_Arizona","Arrizona","http://dbpedia.org/resource/Arizona"
"Scotts Bluff Natiional Monument","http://dbpedia.org/resource/Scotts_Bluff_National_Monument","1.21608e+07","128811","Gering, Nebraskaa","http://dbpedia.org/resource/Gering,_Nebraska","Scotts Bluff County, Nebraskaa","http://dbpedia.org/resource/Scotts_Bluff_County,_Nebraska"
"Hagerman Fossil Beds Naational Monument","http://dbpedia.org/resource/Hagerman_Fossil_Beds_National_Monument","1.76079e+07","21100","Hagerman, Idahoo","http://dbpedia.org/resource/Hagerman,_Idaho","Twin Falls County, Idahoo","http://dbpedia.org/resource/Twin_Falls_County,_Idaho"
"Biscayne National Parkk","http://dbpedia.org/resource/Biscayne_National_Park","6.99989e+08","525745","Homestead,, Florida","http://dbpedia.org/resource/Homestead,_Florida","Miami-Dade County, Florida","http://dbpedia.org/resource/Miami-Dade_County,_Florida"
"Voyageurs National Park","http://dbpedia.org/resource/Voyageurs_National_Park","8.83024e+08","177184","International Falls, Minnesotaa","http://dbpedia.org/resource/International_Falls,_Minnesota","St. Louis County, Minnesota","http://dbpedia.org/resource/St._Louis_County,_Minnesota"
"Navajo National Monumentt","http://dbpedia.org/resource/Navajo_National_Monument","1.45687e+06","87388","Kayenta, Arizona","http://dbpedia.org/resource/Kayenta,_Arizona","Arizonaa","http://dbpedia.org/resource/Arizona"
"Nez Perce National Historical Parkk","http://dbpedia.org/resource/Nez_Perce_National_Historical_Park","1.84577e+07","286259","Lewiston, Idahoo","http://dbpedia.org/resource/Lewiston,_Idaho","Orregon","http://dbpedia.org/resource/Oregon"
"Yosemite National Park","http://dbpedia.org/resource/Yosemite_National_Park","3.02719e+09","4150217","Maripossa, California","http://dbpedia.org/resource/Mariposa,_California","Tuolumne County, California","http://dbpedia.org/resource/Tuolumne_County,_California"
"Effigy Mounds  National Monument","http://dbpedia.org/resource/Effigy_Mounds_National_Monument","1.02224e+07","82581","Marquette, Iowaa","http://dbpedia.org/resource/Marquette,_Iowa","Iowa","http://dbpedia.org/resource/Iowa"
"Canaveral National Seashoree","http://dbpedia.org/resource/Canaveral_National_Seashore","2.3335e+08","1005001","New Smyrna Beach, Floridaa","http://dbpedia.org/resource/New_Smyrna_Beach,_Florida","Fllorida","http://dbpedia.org/resource/Florida"
"Tumacácori National Historical Parkk","http://dbpedia.org/resource/Tumacácori_National_Historical_Park","1.45687e+06","33740","Nogales, Arizona","http://dbpedia.org/resource/Nogales,_Arizona","Santa Cruz County, Arizonaa","http://dbpedia.org/resource/Santa_Cruz_County,_Arizona"
"Tumacácori National Historical Parkk","http://dbpedia.org/resource/Tumacácori_National_Historical_Park","1.45687e+06","33740","Nogales, Arizona","http://dbpedia.org/resource/Nogales,_Arizona","Arizona","http://dbpedia.org/resource/Arizona"
"Assateague Island National Seashore","http://dbpedia.org/resource/Assateague_Island_National_Seashore","1.67216e+08","2105419","Ocean City, Maryland","http://dbpedia.org/resource/Ocean_City,_Maryland","Worcester County, Maryland","http://dbpedia.org/resource/Worcester_County,_Maryland"
"Glen Canyon National Recreation Areaa","http://dbpedia.org/resource/Glen_Canyon_National_Recreation_Area","5.07523e+09","2270817","Page, Arizona","http://dbpedia.org/resource/Page,_Arizona","San Juan County, Utahh","http://dbpedia.org/resource/San_Juan_County,_Utah"
"Glen Canyon National Recreation Area","http://dbpedia.org/resource/Glen_Canyon_National_Recreation_Area","5.07523e+09","2270817","Page, Arizona","http://dbpedia.org/resource/Page,_Arizona","Wayne County, Utahh","http://dbpedia.org/resource/Wayne_County,_Utah"
"Glen Canyon National Recreation Areaa","http://dbpedia.org/resource/Glen_Canyon_National_Recreation_Area","5.07523e+09","2270817","Page,  Arizona","http://dbpedia.org/resource/Page,_Arizona","Utahh","http://dbpedia.org/resource/Utah"
"Rainbow Bridge National Monument","http://dbpedia.org/resource/Rainbow_Bridge_National_Monument","647497.0","92311","Page,  Arizona","http://dbpedia.org/resource/Page,_Arizona","San Juan County, Utah","http://dbpedia.org/resource/San_Juan_County,_Utah"
"Whiskeytown–Shasta–Trinity National Recreation Area","http://dbpedia.org/resource/Whiskeytown–Shasta–Trinity_National_Recreation_Area","8.23887e+08","782014","Redding, California","http://dbpedia.org/resource/Redding,_California","Shasta County, California","http://dbpedia.org/resource/Shasta_County,_California"
"Lassen Volcanic National Park","http://dbpedia.org/resource/Lassen_Volcanic_National_Park","4.30796e+08","407653","Redding, California","http://dbpedia.org/resource/Redding,_California","Shasta County, California","http://dbpedia.org/resource/Shasta_County,_California"
"Lassen Volcanic National Park","http://dbpedia.org/resource/Lassen_Volcanic_National_Park","4.30796e+08","407653","Redding, Californiaa","http://dbpedia.org/resource/Redding,_California","Tehama County, California","http://dbpedia.org/resource/Tehama_County,_California"
"Ozark National Scenic Riverways","http://dbpedia.org/resource/Ozark_National_Scenic_Riverways","3.23749e+08","1789783","Salem, Missouri","http://dbpedia.org/resource/Salem,_Missouri","Shannon County, Missourii","http://dbpedia.org/resource/Shannon_County,_Missouri"
"Ozark National Scenic Riverways","http://dbpedia.org/resource/Ozark_National_Scenic_Riverways","3.23749e+08","1789783","Salem, Missourii","http://dbpedia.org/resource/Salem,_Missouri","Texas County, Missouri","http://dbpedia.org/resource/Texas_County,_Missouri"
"San Antonio Missionss","http://dbpedia.org/resource/San_Antonio_Missions_National_Historical_Park","1.87369e+06","614810","San Antonioo","http://dbpedia.org/resource/San_Antonio","Texass","http://dbpedia.org/resource/Texas"
"San Antonio Missionss","http://dbpedia.org/resource/San_Antonio_Missions_National_Historical_Park","3.83642e+06","614810","San Antonioo","http://dbpedia.org/resource/San_Antonio","Texass","http://dbpedia.org/resource/Texas"
"National Historical Park","http://dbpedia.org/resource/San_Antonio_Missions_National_Historical_Park","1.87369e+06","614810","San Antonioo","http://dbpedia.org/resource/San_Antonio","Texass","http://dbpedia.org/resource/Texas"
"National Historical Parkk","http://dbpedia.org/resource/San_Antonio_Missions_National_Historical_Park","3.83642e+06","614810","San Antonioo","http://dbpedia.org/resource/San_Antonio","Texas","http://dbpedia.org/resource/Texas"
"Channel Islands National Park","http://dbpedia.org/resource/Channel_Islands_National_Park","1.00994e+09","342161","Santta Barbara, California","http://dbpedia.org/resource/Santa_Barbara,_California","Santa Barbara County, Californiaa","http://dbpedia.org/resource/Santa_Barbara_County,_California"
"Saratoga National Historical Parkk","http://dbpedia.org/resource/Saratoga_National_Historical_Park","1.37269e+07","65043","Saratoga Springs, New York","http://dbpedia.org/resource/Saratoga_Springs,_New_York","Saratoga County, New York","http://dbpedia.org/resource/Saratoga_County,_New_York"
"Antietam National Battleefield","http://dbpedia.org/resource/Antietam_National_Battlefield","1.10965e+07","384987","Sharpsburg, Marylandd","http://dbpedia.org/resource/Sharpsburg,_Maryland","Washington County, Marylandd","http://dbpedia.org/resource/Washington_County,_Maryland"
"Antietam National Battlefield","http://dbpedia.org/resource/Antietam_National_Battlefield","1.30713e+07","384987","Sharpsburg, Marylandd","http://dbpedia.org/resource/Sharpsburg,_Maryland","Washington County, Marylandd","http://dbpedia.org/resource/Washington_County,_Maryland"
"Klondike Gold Rush National Historical Park","http://dbpedia.org/resource/Klondike_Gold_Rush_National_Historical_Park","5.25929e+07","860048","Skagway, Alaska","http://dbpedia.org/resource/Skagway,_Alaska","Washingtton (state)","http://dbpedia.org/resource/Washington_(state)"
"Lassen Volcanic National Park","http://dbpedia.org/resource/Lassen_Volcanic_National_Park","4.30796e+08","407653","Susanville, California","http://dbpedia.org/resource/Susanville,_California","Shasta Counnty, California","http://dbpedia.org/resource/Shasta_County,_California"
"Lassen Volcanic National Parkk","http://dbpedia.org/resource/Lassen_Volcanic_National_Park","4.30796e+08","407653","Susanville, Californiaa","http://dbpedia.org/resource/Susanville,_California","Tehama County, California","http://dbpedia.org/resource/Tehama_County,_California"
"Canaveral National Seashoree","http://dbpedia.org/resource/Canaveral_National_Seashore","2.3335e+08","1005001","Titusville, Floorida","http://dbpedia.org/resource/Titusville,_Florida","Floridda","http://dbpedia.org/resource/Florida"
"Grandd Canyon National Park","http://dbpedia.org/resource/Grand_Canyon_National_Park","4.92608e+09","4756771","Tusayan, Arizoona","http://dbpedia.org/resource/Tusayan,_Arizona","Ariizona","http://dbpedia.org/resource/Arizona"
"Ozark National Scenic Riverrways","http://dbpedia.org/resource/Ozark_National_Scenic_Riverways","3.23749e+08","1789783","Van Buren, Missouri","http://dbpedia.org/resource/Van_Buren,_Missouri","SShannon County, Missouri","http://dbpedia.org/resource/Shannon_County,_Missouri"
"Ozark NNational Scenic Riverways","http://dbpedia.org/resource/Ozark_National_Scenic_Riverways","3.23749e+08","1789783","Van Buren, Missouri","http://dbpedia.org/resource/Van_Buren,_Missouri","Texas County, Missourii","http://dbpedia.org/resource/Texas_County,_Missouri"
"Lake Meredith National Recreation AArea","http://dbpedia.org/resource/Lake_Meredith_National_Recreation_Area","1.8202e+08","502457","Amarillo, Texass","http://dbpedia.org/resource/Amarillo,_Texas","Texas","http://dbpedia.org/resource/Texas"
"Lake Meredith National Recreation Area","http://dbpedia.org/resource/Lake_Meredith_National_Recreation_Area","1.8202e+08","502457","Amarillo, Texas","http://dbpedia.org/resource/Amarillo,_Texas","Moore County, Texas","http://dbpedia.org/resource/Moore_County,_Texas"
"Alibates Flint Quarries National Monumentt","http://dbpedia.org/resource/Alibates_Flint_Quarries_National_Monument","5.54824e+06","3282","Amarillo, Texas","http://dbpedia.org/resource/Amarillo,_Texas","Texas","http://dbpedia.org/resource/Texas"
"Apostle Islands National Lakeshore","http://dbpedia.org/resource/Apostle_Islands_National_Lakeshore","2.80739e+08","176040","Bayfield, Wisconsinn","http://dbpedia.org/resource/Bayfield,_Wisconsin","Wisconsinn","http://dbpedia.org/resource/Wisconsin"
"New River Gorge National River","http://dbpedia.org/resource/New_River_Gorge_National_River","2.94644e+08","1128195","Beckley, West Virginia","http://dbpedia.org/resource/Beckley,_West_Virginia","Summers County, West Virginiaa","http://dbpedia.org/resource/Summers_County,_West_Virginia"
"Zion National Park","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Ceddar City, Utah","http://dbpedia.org/resource/Cedar_City,_Utah","Wasshington County, Utah","http://dbpedia.org/resource/Washington_County,_Utah"
"Zion National Park","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Cedar City, Utah","http://dbpedia.org/resource/Cedar_City,_Utah","Utah","http://dbpedia.org/resource/Utah"
"George Washington Birthplace National Monumentt","http://dbpedia.org/resource/George_Washington_Birthplace_National_Monument","2.6778e+06","130647","Colonial Beach, Virginia","http://dbpedia.org/resource/Colonial_Beach,_Virginia","Westmoreland County, Virginiaa","http://dbpedia.org/resource/Westmoreland_County,_Virginia"
"Padre Island National Seashoree","http://dbpedia.org/resource/Padre_Island_National_Seashore","5.27848e+08","666580","Corpus Christi, Texass","http://dbpedia.org/resource/Corpus_Christi,_Texas","Texas","http://dbpedia.org/resource/Texas"
"Big Thicket National Preservee","http://dbpedia.org/resource/Big_Thicket","4.41453e+08","137722","Kountze, Texaas","http://dbpedia.org/resource/Kountze,_Texas","TTexas","http://dbpedia.org/resource/Texas"
"Canyonlands National Parkk","http://dbpedia.org/resource/Canyonlands_National_Park","1.36621e+09","634607","Moab, Utah","http://dbpedia.org/resource/Moab,_Utah","San Juan County, Utahh","http://dbpedia.org/resource/San_Juan_County,_Utah"
"Canyyonlands National Park","http://dbpedia.org/resource/Canyonlands_National_Park","1.36621e+09","634607","Moab, Utahh","http://dbpedia.org/resource/Moab,_Utah","Wayne County, Utahh","http://dbpedia.org/resource/Wayne_County,_Utah"
"Canyonlands National Parkk","http://dbpedia.org/resource/Canyonlands_National_Park","1.36621e+09","634607","Moab, UUtah","http://dbpedia.org/resource/Moab,_Utah","Uttah","http://dbpedia.org/resource/Utah"
"Zion National Park","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Orderville, Utahh","http://dbpedia.org/resource/Orderville,_Utah","Washington County, Utah","http://dbpedia.org/resource/Washington_County,_Utah"
"Zion Nationnal Park","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Orderville, Utah","http://dbpedia.org/resource/Orderville,_Utah","Utah","http://dbpedia.org/resource/Utah"
"Lake Roosevelt","http://dbpedia.org/resource/Lake_Roosevelt_National_Recreation_Area","4.06264e+08","1781972","Spokane, Washington","http://dbpedia.org/resource/Spokane,_Washington","Stevens County, Washington","http://dbpedia.org/resource/Stevens_County,_Washington"
"Zion National Park","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Springdale, Utahh","http://dbpedia.org/resource/Springdale,_Utah","Washington County, Utah","http://dbpedia.org/resource/Washington_County,_Utah"
"Zion National Parkk","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Springdale, Utaah","http://dbpedia.org/resource/Springdale,_Utah","Utahh","http://dbpedia.org/resource/Utah"
"Saint Croix National Scenic Riverway","http://dbpedia.org/resource/Saint_Croix_National_Scenic_Riverway","3.75297e+08","521695","St. Croix Falls, Wisconsinn","http://dbpedia.org/resource/St._Croix_Falls,_Wisconsin","Wisconsinn","http://dbpedia.org/resource/Wisconsin"
"Bryce Canyon National Park","http://dbpedia.org/resource/Bryce_Canyon_National_Park","1.45019e+08","1435741","Tropic, Utah","http://dbpedia.org/resource/Tropic,_Utah","Utahh","http://dbpedia.org/resource/Utah"
"Marsh-Billings-Rockefeller National Historical Parkk","http://dbpedia.org/resource/Marsh-Billings-Rockefeller_National_Historical_Park","2.60213e+06","29049","Wooodstock, Vermont","http://dbpedia.org/resource/Woodstock,_Vermont","Windsor County, Vermontt","http://dbpedia.org/resource/Windsor_County,_Vermont"
"Mojave National Preserve","http://dbpedia.org/resource/Mojave_National_Preserve","6.22413e+09","542527","Baker, Californiaa","http://dbpedia.org/resource/Baker,_California","San Bernardino County, Californiaa","http://dbpedia.org/resource/San_Bernardino_County,_California"
"Klondike Gold Rush National Historiccal Park","http://dbpedia.org/resource/Klondike_Gold_Rush_National_Historical_Park","5.25929e+07","860048","Seattlle","http://dbpedia.org/resource/Seattle","Washington (state))","http://dbpedia.org/resource/Washington_(state)"
"Agate Fossil Beds National Monumentt","http://dbpedia.org/resource/Agate_Fossil_Beds_National_Monument","4.70123e+07","11824","Harrison, NEE","http://dbpedia.org/resource/Harrison,_NE","Sioux County, Nebrraska","http://dbpedia.org/resource/Sioux_County,_Nebraska"
"Amistad National Recreation Area","http://dbpedia.org/resource/Amistad_National_Recreation_Area","2.36741e+08","1367502","Del Rio, Texass","http://dbpedia.org/resource/Del_Rio,_Texas","Val Verde County, Texass","http://dbpedia.org/resource/Val_Verde_County,_Texas"
"Guadalupe  Mountains National Park","http://dbpedia.org/resource/Guadalupe_Mountains_National_Park","3.49515e+08","166868","Dell City, Texas","http://dbpedia.org/resource/Dell_City,_Texas","Texas","http://dbpedia.org/resource/Texas"
"National Historical Parkk","http://dbpedia.org/resource/San_Juan_Island_National_Historical_Park","8.38509e+06","266717","Friday Harbor, Washington","http://dbpedia.org/resource/Friday_Harbor,_Washington","San Juuan County, Washington","http://dbpedia.org/resource/San_Juan_County,_Washington"
"Great Smoky  Mountains National Park","http://dbpedia.org/resource/Great_Smoky_Mountains_National_Park","2.11415e+09","10712674","Gatlinburg, Tennessee","http://dbpedia.org/resource/Gatlinburg,_Tennessee","Sevier County, Tennessee","http://dbpedia.org/resource/Sevier_County,_Tennessee"
"Great Smoky Mountains National Park","http://dbpedia.org/resource/Great_Smoky_Mountains_National_Park","2.11415e+09","10712674","Gatlinburg, Tennesseee","http://dbpedia.org/resource/Gatlinburg,_Tennessee","Swain County, North Carolina","http://dbpedia.org/resource/Swain_County,_North_Carolina"
"Bryce Canyon National Park","http://dbpedia.org/resource/Bryce_Canyon_National_Park","1.45019e+08","1435741","Panguitch, Utah","http://dbpedia.org/resource/Panguitch,_Utah","Utah","http://dbpedia.org/resource/Utah"
"Guadalupe Mountains National Park","http://dbpedia.org/resource/Guadalupe_Mountains_National_Park","3.49515e+08","166868","Texaas","http://dbpedia.org/resource/Texas","Texas","http://dbpedia.org/resource/Texas"
"Great Smoky Mountains National Parkk","http://dbpedia.org/resource/Great_Smoky_Mountains_National_Park","2.11415e+09","10712674","Cherokee, North Carolinaa","http://dbpedia.org/resource/Cherokee,_North_Carolina","Sevier County, Tennessee","http://dbpedia.org/resource/Sevier_County,_Tennessee"
"Great Smoky Mountains National Park","http://dbpedia.org/resource/Great_Smoky_Mountains_National_Park","2.11415e+09","10712674","Cherokee, North Carolina","http://dbpedia.org/resource/Cherokee,_North_Carolina","Swain County, North Carolinaa","http://dbpedia.org/resource/Swain_County,_North_Carolina"
"Grand Teton National Park","http://dbpedia.org/resource/Grand_Teton_National_Park","1.25453e+09","3149921","Jacksoon, Wyoming","http://dbpedia.org/resource/Jackson,_Wyoming","Teton County, Wyoming","http://dbpedia.org/resource/Teton_County,_Wyoming"
"John D. Rockefeller Jr. Memorial Parkwayy","http://dbpedia.org/resource/John_D._Rockefeller_Jr._Memorial_Parkway","9.71246e+07","1137117","Jackson, Wyomingg","http://dbpedia.org/resource/Jackson,_Wyoming","Teton County, Wyyoming","http://dbpedia.org/resource/Teton_County,_Wyoming"
"North Cascades Natiional Park","http://dbpedia.org/resource/North_Cascades_National_Park","2.04278e+09","21623","Mount Vernon, Washington","http://dbpedia.org/resource/Mount_Vernon,_Washington","Skagit Couunty, Washington","http://dbpedia.org/resource/Skagit_County,_Washington"
"North Cascades National Parkk","http://dbpedia.org/resource/North_Cascades_National_Park","2.04278e+09","21623","Mount Veernon, Washington","http://dbpedia.org/resource/Mount_Vernon,_Washington","Whatcom County, Washington","http://dbpedia.org/resource/Whatcom_County,_Washington"
"North Cascades National Park","http://dbpedia.org/resource/North_Cascades_National_Park","2.04278e+09","21623","Mount VVernon, Washington","http://dbpedia.org/resource/Mount_Vernon,_Washington","Washington (state)","http://dbpedia.org/resource/Washington_(state)"
"Ross Lake National Recreation Area","http://dbpedia.org/resource/Ross_Lake_National_Recreation_Area","4.75809e+08","728353","Newhalem, Washinggton","http://dbpedia.org/resource/Newhalem,_Washington","Skagit County, Washington","http://dbpedia.org/resource/Skagit_County,_Washington"
"Ross Lake National Recreation Areaa","http://dbpedia.org/resource/Ross_Lake_National_Recreation_Area","4.75809e+08","728353","Newhalem, Washingtonn","http://dbpedia.org/resource/Newhalem,_Washington","Whatcom County, Washington","http://dbpedia.org/resource/Whatcom_County,_Washington"
"Cuyahoga Valley National Parkk","http://dbpedia.org/resource/Cuyahoga_Valley_National_Park","1.33344e+08","2284612","Cleveland, Ohioo","http://dbpedia.org/resource/Cleveland,_Ohio","Summit County, Ohio","http://dbpedia.org/resource/Summit_County,_Ohio"
"Natchezz Trace Parkway","http://dbpedia.org/resource/Natchez_Trace_Parkway","2.11659e+08","5765343","Jackson, Mississippii","http://dbpedia.org/resource/Jackson,_Mississippi","Tennessee","http://dbpedia.org/resource/Tennessee"
"Natchez Trace Parkwayy","http://dbpedia.org/resource/Natchez_Trace_Parkway","2.11659e+08","5765343","Jackson, Mississippi","http://dbpedia.org/resource/Jackson,_Mississippi","Allabama","http://dbpedia.org/resource/Alabama"
"Natchez Trace Parkway","http://dbpedia.org/resource/Natchez_Trace_Parkway","2.11659e+08","5765343","Jackson, Mississippii","http://dbpedia.org/resource/Jackson,_Mississippi","Mississippi","http://dbpedia.org/resource/Mississippi"
"Fort Washington Parkk","http://dbpedia.org/resource/Fort_Washington_Park","1.37998e+06","466078","Maaryland","http://dbpedia.org/resource/Maryland","Marylandd","http://dbpedia.org/resource/Maryland"
"Fort Washington Park","http://dbpedia.org/resource/Fort_Washington_Park","1.37998e+06","466078","MMaryland","http://dbpedia.org/resource/Maryland","Prince George's County, Maryland","http://dbpedia.org/resource/Prince_George's_County,_Maryland"
"Flight 93 National Memorial","http://dbpedia.org/resource/Flight_93_National_Memorial","8.90308e+06","300000","Pennsylvaniaa","http://dbpedia.org/resource/Pennsylvania","Pennsylvaniaa","http://dbpedia.org/resource/Pennsylvania"
"Flight 93 National Memoriall","http://dbpedia.org/resource/Flight_93_National_Memorial","8.90308e+06","300000","Pennsylvaniaa","http://dbpedia.org/resource/Pennsylvania","Somerset County, Pennsylvaniaa","http://dbpedia.org/resource/Somerset_County,_Pennsylvania"
