"primeMinister","primeMinister__URI","party","party__URI","country","country__URI"
"(Никола Шаиновић)","http://dbpedia.org/resource/Nikola_Šainović","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbiaa","http://dbpedia.org/resource/Serbia"
"Aleksandar Mitrović","http://dbpedia.org/resource/Aleksandar_Mitrović_(politician)","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbiaa","http://dbpedia.org/resource/Serbia"
"Mirko Marjanović","http://dbpedia.org/resource/Mirko_Marjanović","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbia","http://dbpedia.org/resource/Serbia"
"Aleksandar Vučić","http://dbpedia.org/resource/Aleksandar_Vučić","Serbian Progressive Party","http://dbpedia.org/resource/Serbian_Progressive_Party","Serbia","http://dbpedia.org/resource/Serbia"
"Zoran Živković","http://dbpedia.org/resource/Zoran_Živković_(politician)","Democratic Party (Serbia)","http://dbpedia.org/resource/Democratic_Party_(Serbia)","Serbia","http://dbpedia.org/resource/Serbia"
"Zoran Živković","http://dbpedia.org/resource/Zoran_Živković_(politician)","New Party (Serbia)","http://dbpedia.org/resource/New_Party_(Serbia)","Serbia","http://dbpedia.org/resource/Serbia"
"Vojislav Koštunica","http://dbpedia.org/resource/Vojislav_Koštunica","Democratic Party (Serbia)","http://dbpedia.org/resource/Democratic_Party_(Serbia)","Serbiaa","http://dbpedia.org/resource/Serbia"
"Dragutin Zelenović","http://dbpedia.org/resource/Dragutin_Zelenović","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","SSerbia","http://dbpedia.org/resource/Serbia"
"(Драгутин Зеленовић)","http://dbpedia.org/resource/Dragutin_Zelenović","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbiaa","http://dbpedia.org/resource/Serbia"
"Radoman Božović","http://dbpedia.org/resource/Radoman_Božović","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbiaa","http://dbpedia.org/resource/Serbia"
"(Радоман Божовић)","http://dbpedia.org/resource/Radoman_Božović","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbiaa","http://dbpedia.org/resource/Serbia"
"Ivica Dačić","http://dbpedia.org/resource/Ivica_Dačić","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbia","http://dbpedia.org/resource/Serbia"
"Milomir Minić","http://dbpedia.org/resource/Milomir_Minić","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbia","http://dbpedia.org/resource/Serbia"
"(Миломир Минић)","http://dbpedia.org/resource/Milomir_Minić","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbiaa","http://dbpedia.org/resource/Serbia"
"Bojan Pajtić","http://dbpedia.org/resource/Bojan_Pajtić","Democratic Party (Serbia)","http://dbpedia.org/resource/Democratic_Party_(Serbia)","Serbiaa","http://dbpedia.org/resource/Serbia"
"Бојан Пајтић","http://dbpedia.org/resource/Bojan_Pajtić","Democratic Party (Serbia)","http://dbpedia.org/resource/Democratic_Party_(Serbia)","Serbiaa","http://dbpedia.org/resource/Serbia"
"Igor Mirović","http://dbpedia.org/resource/Igor_Mirović","Serbian Progressive Party","http://dbpedia.org/resource/Serbian_Progressive_Party","Serbia","http://dbpedia.org/resource/Serbia"
"Игор Мировић","http://dbpedia.org/resource/Igor_Mirović","Serbian Progressive Party","http://dbpedia.org/resource/Serbian_Progressive_Party","Serbiaa","http://dbpedia.org/resource/Serbia"
"Robert Fico","http://dbpedia.org/resource/Robert_Fico","Party of the Democratic Left (Slovakia)","http://dbpedia.org/resource/Party_of_the_Democratic_Left_(Slovakia)","Slovvakia","http://dbpedia.org/resource/Slovakia"
"Jozef Moravčík","http://dbpedia.org/resource/Jozef_Moravčík","People's Party – Movement for a Democratic Slovakia","http://dbpedia.org/resource/People's_Party_–_Movement_for_a_Democratic_Slovakia","Slovvakia","http://dbpedia.org/resource/Slovakia"
"Vladimír Mečiar","http://dbpedia.org/resource/Vladimír_Mečiar","People's Party – Movement for a Democratic Slovakia","http://dbpedia.org/resource/People's_Party_–_Movement_for_a_Democratic_Slovakia","Slovakia","http://dbpedia.org/resource/Slovakia"
"Milan Čič","http://dbpedia.org/resource/Milan_Čič","People's Party – Movement for a Democratic Slovakia","http://dbpedia.org/resource/People's_Party_–_Movement_for_a_Democratic_Slovakia","Slovaakia","http://dbpedia.org/resource/Slovakia"
"Mikuláš Dzurinda","http://dbpedia.org/resource/Mikuláš_Dzurinda","Christian Democratic Movement","http://dbpedia.org/resource/Christian_Democratic_Movement","Slovakiaa","http://dbpedia.org/resource/Slovakia"
"Ján Čarnogurský","http://dbpedia.org/resource/Ján_Čarnogurský","Christian Democratic Movement","http://dbpedia.org/resource/Christian_Democratic_Movement","Slovakiaa","http://dbpedia.org/resource/Slovakia"
"Borut Pahor","http://dbpedia.org/resource/Borut_Pahor","League of Communists of Slovenia","http://dbpedia.org/resource/League_of_Communists_of_Slovenia","Slovenia","http://dbpedia.org/resource/Slovenia"
"Janez Janša","http://dbpedia.org/resource/Janez_Janša","League of Communists of Slovenia","http://dbpedia.org/resource/League_of_Communists_of_Slovenia","Slovenia","http://dbpedia.org/resource/Slovenia"
"Carlos Arias Navarro","http://dbpedia.org/resource/Carlos_Arias_Navarro","People's Party (Spain)","http://dbpedia.org/resource/People's_Party_(Spain)","Spainn","http://dbpedia.org/resource/Spain"
"( The Marquis of Arias-Navarro )","http://dbpedia.org/resource/Carlos_Arias_Navarro","People's Party (Spain)","http://dbpedia.org/resource/People's_Party_(Spain)","Spain","http://dbpedia.org/resource/Spain"
"José María Aznar","http://dbpedia.org/resource/José_María_Aznar","People's Alliance (Spain)","http://dbpedia.org/resource/People's_Alliance_(Spain)","SSpain","http://dbpedia.org/resource/Spain"
"José María Aznar","http://dbpedia.org/resource/José_María_Aznar","People's Party (Spain)","http://dbpedia.org/resource/People's_Party_(Spain)","Spainn","http://dbpedia.org/resource/Spain"
"Artur Mas","http://dbpedia.org/resource/Artur_Mas","Catalan European Democratic Party","http://dbpedia.org/resource/Catalan_European_Democratic_Party","Spain","http://dbpedia.org/resource/Spain"
"Francisco Largo Caballero","http://dbpedia.org/resource/Francisco_Largo_Caballero","Spanish Socialist Workers' Party","http://dbpedia.org/resource/Spanish_Socialist_Workers'_Party","Spaiin","http://dbpedia.org/resource/Spain"
"Felipe González","http://dbpedia.org/resource/Felipe_González","Spanish Socialist Workers' Party","http://dbpedia.org/resource/Spanish_Socialist_Workers'_Party","Spaain","http://dbpedia.org/resource/Spain"
"Felipe González Márquez","http://dbpedia.org/resource/Felipe_González","Spanish Socialist Workers' Party","http://dbpedia.org/resource/Spanish_Socialist_Workers'_Party","Spainn","http://dbpedia.org/resource/Spain"
"Leopoldo Calvo-Sotelo","http://dbpedia.org/resource/Leopoldo_Calvo-Sotelo","Union of the Democratic Centre (Spain)","http://dbpedia.org/resource/Union_of_the_Democratic_Centre_(Spain)","Spain","http://dbpedia.org/resource/Spain"
"The Marquis of the Ría of Ribadeo","http://dbpedia.org/resource/Leopoldo_Calvo-Sotelo","Union of the Democratic Centre (Spain)","http://dbpedia.org/resource/Union_of_the_Democratic_Centre_(Spain)","Spaiin","http://dbpedia.org/resource/Spain"
"José Luis Rodríguez Zapatero","http://dbpedia.org/resource/José_Luis_Rodríguez_Zapatero","Spanish Socialist Workers' Party","http://dbpedia.org/resource/Spanish_Socialist_Workers'_Party","Spain","http://dbpedia.org/resource/Spain"
"Juan Negrín","http://dbpedia.org/resource/Juan_Negrín","Spanish Socialist Workers' Party","http://dbpedia.org/resource/Spanish_Socialist_Workers'_Party","Spainn","http://dbpedia.org/resource/Spain"
"Mariano Rajoy","http://dbpedia.org/resource/Mariano_Rajoy","People's Alliance (Spain)","http://dbpedia.org/resource/People's_Alliance_(Spain)","Spain","http://dbpedia.org/resource/Spain"
"Mariano Rajoy","http://dbpedia.org/resource/Mariano_Rajoy","People's Party (Spain)","http://dbpedia.org/resource/People's_Party_(Spain)","Sppain","http://dbpedia.org/resource/Spain"
"Hasan Saka","http://dbpedia.org/resource/Hasan_Saka","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turrkey","http://dbpedia.org/resource/Turkey"
"Refik Saydam","http://dbpedia.org/resource/Refik_Saydam","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Sadi Irmak","http://dbpedia.org/resource/Sadi_Irmak","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turrkey","http://dbpedia.org/resource/Turkey"
"Mustafa Bülent Ecevit","http://dbpedia.org/resource/Bülent_Ecevit","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeey","http://dbpedia.org/resource/Turkey"
"Bülent Ecevit","http://dbpedia.org/resource/Bülent_Ecevit","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"Yıldırım Akbulut","http://dbpedia.org/resource/Yıldırım_Akbulut","Motherland Party (Turkey)","http://dbpedia.org/resource/Motherland_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"İsmet İnönü","http://dbpedia.org/resource/İsmet_İnönü","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Mustafa İsmet İnönü","http://dbpedia.org/resource/İsmet_İnönü","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeey","http://dbpedia.org/resource/Turkey"
"Nihat Erim","http://dbpedia.org/resource/Nihat_Erim","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkkey","http://dbpedia.org/resource/Turkey"
"Ismail Nihat Erim","http://dbpedia.org/resource/Nihat_Erim","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkkey","http://dbpedia.org/resource/Turkey"
"Fethi Okyar","http://dbpedia.org/resource/Fethi_Okyar","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Ali Fethi Okyar","http://dbpedia.org/resource/Fethi_Okyar","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"Recep Tayyip Erdoğan","http://dbpedia.org/resource/Recep_Tayyip_Erdoğan","Welfare Party","http://dbpedia.org/resource/Welfare_Party","Turkeyy","http://dbpedia.org/resource/Turkey"
"Recep Tayyip Erdoğan","http://dbpedia.org/resource/Recep_Tayyip_Erdoğan","Justice and Development Party (Turkey)","http://dbpedia.org/resource/Justice_and_Development_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Mustafa Kemal Atatürk","http://dbpedia.org/resource/Mustafa_Kemal_Atatürk","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Recep Tayyip Erdoğan","http://dbpedia.org/resource/Recep_Tayyip_Erdoğan","National Salvation Party","http://dbpedia.org/resource/National_Salvation_Party","Turkey","http://dbpedia.org/resource/Turkey"
"Recep Tayyip Erdoğan","http://dbpedia.org/resource/Recep_Tayyip_Erdoğan","Virtue Party","http://dbpedia.org/resource/Virtue_Party","Turkey","http://dbpedia.org/resource/Turkey"
"Abdullah Gül","http://dbpedia.org/resource/Abdullah_Gül","Welfare Party","http://dbpedia.org/resource/Welfare_Party","Turkeyy","http://dbpedia.org/resource/Turkey"
"Abdullah Gül","http://dbpedia.org/resource/Abdullah_Gül","Justice and Development Party (Turkey)","http://dbpedia.org/resource/Justice_and_Development_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Abdullah Gül","http://dbpedia.org/resource/Abdullah_Gül","Virtue Party","http://dbpedia.org/resource/Virtue_Party","Turkey","http://dbpedia.org/resource/Turkey"
"Necmettin Erbakan","http://dbpedia.org/resource/Necmettin_Erbakan","Welfare Party","http://dbpedia.org/resource/Welfare_Party","Turkeyy","http://dbpedia.org/resource/Turkey"
"Fevzi Çakmak","http://dbpedia.org/resource/Fevzi_Çakmak","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"Necmettin Erbakan","http://dbpedia.org/resource/Necmettin_Erbakan","National Order Party","http://dbpedia.org/resource/National_Order_Party","Turkeyy","http://dbpedia.org/resource/Turkey"
"Necmettin Erbakan","http://dbpedia.org/resource/Necmettin_Erbakan","National Salvation Party","http://dbpedia.org/resource/National_Salvation_Party","Turkeyy","http://dbpedia.org/resource/Turkey"
"Necmettin Erbakan","http://dbpedia.org/resource/Necmettin_Erbakan","Virtue Party","http://dbpedia.org/resource/Virtue_Party","Turkkey","http://dbpedia.org/resource/Turkey"
"Ahmet Davutoğlu","http://dbpedia.org/resource/Ahmet_Davutoğlu","Justice and Development Party (Turkey)","http://dbpedia.org/resource/Justice_and_Development_Party_(Turkey)","Tuurkey","http://dbpedia.org/resource/Turkey"
"Şemsettin Günaltay","http://dbpedia.org/resource/Şemsettin_Günaltay","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Mehmet Şemsettin Günaltay","http://dbpedia.org/resource/Şemsettin_Günaltay","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"Adnan Menderes","http://dbpedia.org/resource/Adnan_Menderes","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Binali Yıldırım","http://dbpedia.org/resource/Binali_Yıldırım","Justice and Development Party (Turkey)","http://dbpedia.org/resource/Justice_and_Development_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Celâl Bayar","http://dbpedia.org/resource/Celâl_Bayar","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkkey","http://dbpedia.org/resource/Turkey"
"Mahmut Celal Bayar","http://dbpedia.org/resource/Celâl_Bayar","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"Ahmet Fikri Tüzer","http://dbpedia.org/resource/Ahmet_Fikri_Tüzer","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","TTurkey","http://dbpedia.org/resource/Turkey"
"Recep Peker","http://dbpedia.org/resource/Recep_Peker","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Rauf Orbay","http://dbpedia.org/resource/Rauf_Orbay","Progressive Republican Party (Turkey)","http://dbpedia.org/resource/Progressive_Republican_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Hüseyin Rauf Orbay","http://dbpedia.org/resource/Rauf_Orbay","Progressive Republican Party (Turkey)","http://dbpedia.org/resource/Progressive_Republican_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Turgut Özal","http://dbpedia.org/resource/Turgut_Özal","Motherland Party (Turkey)","http://dbpedia.org/resource/Motherland_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"Mesut Yılmaz","http://dbpedia.org/resource/Mesut_Yılmaz","Motherland Party (Turkey)","http://dbpedia.org/resource/Motherland_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Ahmet Mesut Yılmaz","http://dbpedia.org/resource/Mesut_Yılmaz","Motherland Party (Turkey)","http://dbpedia.org/resource/Motherland_Party_(Turkey)","Turrkey","http://dbpedia.org/resource/Turkey"
"Şükrü Saracoğlu","http://dbpedia.org/resource/Şükrü_Saracoğlu","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Ferit Melen","http://dbpedia.org/resource/Ferit_Melen","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"Şükrü Saraçoğlu","http://dbpedia.org/resource/Şükrü_Saracoğlu","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"Ferit Sadi Melen","http://dbpedia.org/resource/Ferit_Melen","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkey","http://dbpedia.org/resource/Turkey"
"Oktay Ekşi","http://dbpedia.org/resource/Oktay_Ekşi","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Osman Oktay Ekşi","http://dbpedia.org/resource/Oktay_Ekşi","Republican People's Party (Turkey)","http://dbpedia.org/resource/Republican_People's_Party_(Turkey)","Turkeyy","http://dbpedia.org/resource/Turkey"
"Mykola Azarov","http://dbpedia.org/resource/Mykola_Azarov","Party of Labor (Ukraine)","http://dbpedia.org/resource/Party_of_Labor_(Ukraine)","Ukrainne","http://dbpedia.org/resource/Ukraine"
"Mykola Azarov","http://dbpedia.org/resource/Mykola_Azarov","Party of Regions","http://dbpedia.org/resource/Party_of_Regions","Ukrainee","http://dbpedia.org/resource/Ukraine"
"Volodymyr Groysman","http://dbpedia.org/resource/Volodymyr_Groysman","Our Ukraine (political party)","http://dbpedia.org/resource/Our_Ukraine_(political_party)","Ukrainee","http://dbpedia.org/resource/Ukraine"
"Volodymyr Groysman","http://dbpedia.org/resource/Volodymyr_Groysman","Petro Poroshenko Bloc ""Solidarity""","http://dbpedia.org/resource/Petro_Poroshenko_Bloc_%22Solidarity%22","UUkraine","http://dbpedia.org/resource/Ukraine"
"Vitaliy Masol","http://dbpedia.org/resource/Vitaliy_Masol","Communist Party of Ukraine","http://dbpedia.org/resource/Communist_Party_of_Ukraine","Ukrainee","http://dbpedia.org/resource/Ukraine"
"(Віталій Масол)","http://dbpedia.org/resource/Vitaliy_Masol","Communist Party of Ukraine","http://dbpedia.org/resource/Communist_Party_of_Ukraine","Ukraine","http://dbpedia.org/resource/Ukraine"
"Arseniy Yatsenyuk","http://dbpedia.org/resource/Arseniy_Yatsenyuk","Front for Change (Ukraine)","http://dbpedia.org/resource/Front_for_Change_(Ukraine)","Ukrainee","http://dbpedia.org/resource/Ukraine"
"Arseniy Yatsenyuk","http://dbpedia.org/resource/Arseniy_Yatsenyuk","People's Front (Ukraine)","http://dbpedia.org/resource/People's_Front_(Ukraine)","Ukraine","http://dbpedia.org/resource/Ukraine"
"Arseniy Yatsenyuk","http://dbpedia.org/resource/Arseniy_Yatsenyuk","Our Ukraine–People's Self-Defense Bloc","http://dbpedia.org/resource/Our_Ukraine–People's_Self-Defense_Bloc","Ukraine","http://dbpedia.org/resource/Ukraine"
"Serhiy Arbuzov","http://dbpedia.org/resource/Serhiy_Arbuzov","Our Ukraine (political party)","http://dbpedia.org/resource/Our_Ukraine_(political_party)","Ukraine","http://dbpedia.org/resource/Ukraine"
"Serhiy Arbuzov","http://dbpedia.org/resource/Serhiy_Arbuzov","Party of Regions","http://dbpedia.org/resource/Party_of_Regions","Ukrainne","http://dbpedia.org/resource/Ukraine"
"Oleksandr Turchynov","http://dbpedia.org/resource/Oleksandr_Turchynov","People's Front (Ukraine)","http://dbpedia.org/resource/People's_Front_(Ukraine)","Ukrainee","http://dbpedia.org/resource/Ukraine"
"Viktor Yushchenko","http://dbpedia.org/resource/Viktor_Yushchenko","Our Ukraine (political party)","http://dbpedia.org/resource/Our_Ukraine_(political_party)","Ukraine","http://dbpedia.org/resource/Ukraine"
"Anatoliy Kinakh","http://dbpedia.org/resource/Anatoliy_Kinakh","Party of Industrialists and Entrepreneurs of Ukraine","http://dbpedia.org/resource/Party_of_Industrialists_and_Entrepreneurs_of_Ukraine","Ukraine","http://dbpedia.org/resource/Ukraine"
"(Анатолій Кінах)","http://dbpedia.org/resource/Anatoliy_Kinakh","Party of Industrialists and Entrepreneurs of Ukraine","http://dbpedia.org/resource/Party_of_Industrialists_and_Entrepreneurs_of_Ukraine","Ukraine","http://dbpedia.org/resource/Ukraine"
"Viktor Yanukovych","http://dbpedia.org/resource/Viktor_Yanukovych","Party of Regions","http://dbpedia.org/resource/Party_of_Regions","Ukraine","http://dbpedia.org/resource/Ukraine"
"Leonid Kravchuk","http://dbpedia.org/resource/Leonid_Kravchuk","Social Democratic Party of Ukraine (united)","http://dbpedia.org/resource/Social_Democratic_Party_of_Ukraine_(united)","Ukraine","http://dbpedia.org/resource/Ukraine"
"(Леонід Кравчук)","http://dbpedia.org/resource/Leonid_Kravchuk","Social Democratic Party of Ukraine (united)","http://dbpedia.org/resource/Social_Democratic_Party_of_Ukraine_(united)","Ukraine","http://dbpedia.org/resource/Ukraine"
"David Lloyd George","http://dbpedia.org/resource/David_Lloyd_George","National Liberal Party (UK, 1922)","http://dbpedia.org/resource/National_Liberal_Party_(UK,_1922)","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"The Earl Lloyd-George of Dwyfor","http://dbpedia.org/resource/David_Lloyd_George","National Liberal Party (UK, 1922)","http://dbpedia.org/resource/National_Liberal_Party_(UK,_1922)","United Kingdomm","http://dbpedia.org/resource/United_Kingdom"
