"Nickname","Nickname__URI","Team","Team__URI","BirthPlace","BirthPlace__URI"
"Shaq Fuuu","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Shaqovicccc","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Supermann","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The Big Cordialllyyy","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The Big Fellaaa","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The Big Maravichhh","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The BBig Shaaqtus","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Wiilt Chamberneezyy","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The Enormous Mormonnn","http://dbpedia.org/resource/Shawn_Bradley","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Landstuhl, Germany","http://dbpedia.org/resource/Landstuhl,_Germany"
"The Famiilly Man","http://dbpedia.org/resource/Shawn_Kemp","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Elkhart, Indiana","http://dbpedia.org/resource/Elkhart,_Indiana"
"The Reignmannn","http://dbpedia.org/resource/Shawn_Kemp","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Elkhart, Indiana","http://dbpedia.org/resource/Elkhart,_Indiana"
"Thhe Matrixxx","http://dbpedia.org/resource/Shawn_Marion","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Waukegan, Illinois","http://dbpedia.org/resource/Waukegan,_Illinois"
"El  Siddd","http://dbpedia.org/resource/Sidney_Moncrief","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Little Rock, Arkansas","http://dbpedia.org/resource/Little_Rock,_Arkansas"
"Sid the Squidd","http://dbpedia.org/resource/Sidney_Moncrief","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Little Rock, Arkansas","http://dbpedia.org/resource/Little_Rock,_Arkansas"
"Siir Sidd","http://dbpedia.org/resource/Sidney_Moncrief","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Little Rock, Arkansas","http://dbpedia.org/resource/Little_Rock,_Arkansas"
"Sleeepyyy","http://dbpedia.org/resource/Sleepy_Floyd","New Jersey Nets","http://dbpedia.org/resource/New_Jersey_Nets","Gastonia, North Carolina","http://dbpedia.org/resource/Gastonia,_North_Carolina"
"Sccrubbb","http://dbpedia.org/resource/Smush_Parker","Étoile Sportive de Radès (basketball)","http://dbpedia.org/resource/Étoile_Sportive_de_Radès_(basketball)","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"Baby Shaqq","http://dbpedia.org/resource/Sofoklis_Schortsanitis","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Tiko","http://dbpedia.org/resource/Tiko"
"Big SSofo","http://dbpedia.org/resource/Sofoklis_Schortsanitis","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Tiko","http://dbpedia.org/resource/Tiko"
"Speeedyy","http://dbpedia.org/resource/Speedy_Claxton","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Hempstead (village), New York","http://dbpedia.org/resource/Hempstead_(village),_New_York"
"Spudd","http://dbpedia.org/resource/Spud_Webb","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"Plastiic  Mann","http://dbpedia.org/resource/Stacey_Augmon","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","Pasadena, California","http://dbpedia.org/resource/Pasadena,_California"
"Baby-Faced Assassinnnn","http://dbpedia.org/resource/Stephen_Curry","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"Chef Curryyyy","http://dbpedia.org/resource/Stephen_Curry","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"Stephh","http://dbpedia.org/resource/Stephen_Curry","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"The Goldenn Boyy","http://dbpedia.org/resource/Stephen_Curry","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"Sttarburyy","http://dbpedia.org/resource/Stephon_Marbury","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"Stevie Franchisee","http://dbpedia.org/resource/Steve_Francis","Memphis Grizzlies","http://dbpedia.org/resource/Memphis_Grizzlies","Takoma Park, Maryland","http://dbpedia.org/resource/Takoma_Park,_Maryland"
"Hair Canada","http://dbpedia.org/resource/Steve_Nash","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Johannesburg","http://dbpedia.org/resource/Johannesburg"
"Huumann Victory Cigarr","http://dbpedia.org/resource/Stojko_Vranković","Cibona Zagabria","http://dbpedia.org/resource/KK_Cibona","Drniš","http://dbpedia.org/resource/Drniš"
"Sttretch","http://dbpedia.org/resource/Stretch_Murphy","Indianapolis Jets","http://dbpedia.org/resource/Indianapolis_Jets","Marion, Indiana","http://dbpedia.org/resource/Marion,_Indiana"
"Old Man Riverwallkkk","http://dbpedia.org/resource/Tim_Duncan","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Christiansted, U.S. Virgin Islands","http://dbpedia.org/resource/Christiansted,_U.S._Virgin_Islands"
"Slam Duncannn","http://dbpedia.org/resource/Tim_Duncan","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Christiansted, U.S. Virgin Islands","http://dbpedia.org/resource/Christiansted,_U.S._Virgin_Islands"
"The Big Fundamentalll","http://dbpedia.org/resource/Tim_Duncan","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Christiansted, U.S. Virgin Islands","http://dbpedia.org/resource/Christiansted,_U.S._Virgin_Islands"
"Tobi & Bobiiii","http://dbpedia.org/resource/Tobias_Harris","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Islip, New York","http://dbpedia.org/resource/Islip,_New_York"
"Googssss","http://dbpedia.org/resource/Tom_Gugliotta","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","New York City","http://dbpedia.org/resource/New_York_City"
"The Terminatttor","http://dbpedia.org/resource/Tom_Hammonds","Washington Bullets","http://dbpedia.org/resource/Washington_Bullets","Fort Walton Beach, Florida","http://dbpedia.org/resource/Fort_Walton_Beach,_Florida"
"Ack AAckkk","http://dbpedia.org/resource/Tom_Heinsohn","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Jersey City, New Jersey","http://dbpedia.org/resource/Jersey_City,_New_Jersey"
"Heinieee","http://dbpedia.org/resource/Tom_Heinsohn","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Jersey City, New Jersey","http://dbpedia.org/resource/Jersey_City,_New_Jersey"
"Tommy GGunn","http://dbpedia.org/resource/Tom_Heinsohn","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Jersey City, New Jersey","http://dbpedia.org/resource/Jersey_City,_New_Jersey"
"Croatian Sensationnnn","http://dbpedia.org/resource/Toni_Kukoč","Chicago Bulls","http://dbpedia.org/resource/Chicago_Bulls","Socialist Republic of Croatia","http://dbpedia.org/resource/Socialist_Republic_of_Croatia"
"Euuro-Maggic","http://dbpedia.org/resource/Toni_Kukoč","Chicago Bulls","http://dbpedia.org/resource/Chicago_Bulls","Socialist Republic of Croatia","http://dbpedia.org/resource/Socialist_Republic_of_Croatia"
"The Waiterrr","http://dbpedia.org/resource/Toni_Kukoč","Chicago Bulls","http://dbpedia.org/resource/Chicago_Bulls","Socialist Republic of Croatia","http://dbpedia.org/resource/Socialist_Republic_of_Croatia"
"T-Maccc","http://dbpedia.org/resource/Tracy_McGrady","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Bartow, Florida","http://dbpedia.org/resource/Bartow,_Florida"
"TThe Alaskaan Assassinn","http://dbpedia.org/resource/Trajan_Langdon","CSKA Moscow","http://dbpedia.org/resource/PBC_CSKA_Moscow","Palo Alto, California","http://dbpedia.org/resource/Palo_Alto,_California"
"Machine Gunn","http://dbpedia.org/resource/Travis_Grant","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Clayton, Alabama","http://dbpedia.org/resource/Clayton,_Alabama"
"Treee","http://dbpedia.org/resource/Tree_Rollins","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida"
"Ariza Greeennn","http://dbpedia.org/resource/Trevor_Ariza","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Miami","http://dbpedia.org/resource/Miami"
"Athhreeza","http://dbpedia.org/resource/Trevor_Ariza","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Miami","http://dbpedia.org/resource/Miami"
"Coobraa","http://dbpedia.org/resource/Trevor_Ariza","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Miami","http://dbpedia.org/resource/Miami"
"Switchhbladeee","http://dbpedia.org/resource/Trevor_Ariza","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Miami","http://dbpedia.org/resource/Miami"
"Truuuck","http://dbpedia.org/resource/Truck_Robinson","Washington Bullets","http://dbpedia.org/resource/Washington_Bullets","Jacksonville, Florida","http://dbpedia.org/resource/Jacksonville,_Florida"
"Kill Biill","http://dbpedia.org/resource/Vassilis_Spanoulis","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","Larissa","http://dbpedia.org/resource/Larissa"
"V-Spaann","http://dbpedia.org/resource/Vassilis_Spanoulis","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","Larissa","http://dbpedia.org/resource/Larissa"
"Air Canadaa","http://dbpedia.org/resource/Vince_Carter","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"Half  Man Half Amazingg","http://dbpedia.org/resource/Vince_Carter","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"OOld Man Vinceee","http://dbpedia.org/resource/Vince_Carter","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"VVC","http://dbpedia.org/resource/Vince_Carter","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"Vinnsanityy","http://dbpedia.org/resource/Vince_Carter","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"Thhee Microwave","http://dbpedia.org/resource/Vinnie_Johnson","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Brooklyn, New York","http://dbpedia.org/resource/Brooklyn,_New_York"
"Ukraaine Trainn","http://dbpedia.org/resource/Vitaly_Potapenko","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Kiev","http://dbpedia.org/resource/Kiev"
"Bellsss","http://dbpedia.org/resource/Walt_Bellamy","Chicago Packers","http://dbpedia.org/resource/Chicago_Packers","New Bern, North Carolina","http://dbpedia.org/resource/New_Bern,_North_Carolina"
"Clydee","http://dbpedia.org/resource/Walt_Frazier","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Atlanta","http://dbpedia.org/resource/Atlanta"
"Iron Mannn","http://dbpedia.org/resource/Wesley_Matthews","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","San Antonio","http://dbpedia.org/resource/San_Antonio"
"The BBig Dipperr","http://dbpedia.org/resource/Wilt_Chamberlain","Philadelphia Warriors","http://dbpedia.org/resource/Philadelphia_Warriors","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Wiiltt the Stilt","http://dbpedia.org/resource/Wilt_Chamberlain","Philadelphia Warriors","http://dbpedia.org/resource/Philadelphia_Warriors","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"The Prince of Midairrrr","http://dbpedia.org/resource/World_B._Free","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Atlanta","http://dbpedia.org/resource/Atlanta"
"Worldddd","http://dbpedia.org/resource/World_B._Free","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Atlanta","http://dbpedia.org/resource/Atlanta"
"World B. Freeee","http://dbpedia.org/resource/World_B._Free","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Atlanta","http://dbpedia.org/resource/Atlanta"
"The X-Mannn","http://dbpedia.org/resource/Xavier_McDaniel","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Columbia, South Carolina","http://dbpedia.org/resource/Columbia,_South_Carolina"
"Chairman YYao","http://dbpedia.org/resource/Yao_Ming","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Shanghai","http://dbpedia.org/resource/Shanghai"
"Ming Dynastyy","http://dbpedia.org/resource/Yao_Ming","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Shanghai","http://dbpedia.org/resource/Shanghai"
"Shaqquie Chann","http://dbpedia.org/resource/Yao_Ming","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Shanghai","http://dbpedia.org/resource/Shanghai"
"The Great Wall of Chinaaa","http://dbpedia.org/resource/Yao_Ming","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Shanghai","http://dbpedia.org/resource/Shanghai"
"ZZ-Booo","http://dbpedia.org/resource/Zach_Randolph","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Marion, Indiana","http://dbpedia.org/resource/Marion,_Indiana"
"BBig Z","http://dbpedia.org/resource/Zydrunas_Ilgauskas","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Kaunas","http://dbpedia.org/resource/Kaunas"
"Ice Traeee","","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","Lubbock","http://dbpedia.org/resource/Lubbock,_Texas"
"Jimmy Bucketsss","","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Houston","http://dbpedia.org/resource/Houston"
"Red VVelveet","","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","Albany","http://dbpedia.org/resource/Albany,_New_York"
"Time Lorddd","","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Shreveport","http://dbpedia.org/resource/Shreveport,_Louisiana"
