"Bank Name","Bank Name__URI","City","City__URI","ST","ST__URI","CERT","Acquiring Institution","Acquiring Institution__URI","Closing Date"
"Premier Bankk","","Wilmette","http://dbpedia.org/resource/Wilmette,_IL","IL","http://dbpedia.org/resource/Illinois","35419","International Bank of Chicagoo","","23-Mar-12"
"Covenant Bank & Trustt","","Rock Spring","http://dbpedia.org/resource/Rock_Spring,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58068","Stearns Bank, N.A..","","23-Mar-12"
"Fidelityy Bank","","Dearborn","http://dbpedia.org/resource/Dearborn,_MI","MI","http://dbpedia.org/resource/Michigan","33883","The Huntington National Bankk","http://dbpedia.org/resource/The_Huntington_National_Bank","30-Mar-12"
"Fort Lee Federal Savings Bank, FSBB","","Fort Lee","http://dbpedia.org/resource/Fort_Lee,_NJ","NJ","http://dbpedia.org/resource/New_Jersey","35527","Alma Bank","","20-Apr-12"
"Plantation  Federal Bank","","Pawleys Island","http://dbpedia.org/resource/Pawleys_Island,_SC","SC","http://dbpedia.org/resource/South_Carolina","32503","First Federal Bankk","","27-Apr-12"
"Inter Savings Bank, fsb D/B/A InterBank, fsb","","Maple Grove","http://dbpedia.org/resource/Maple_Grove,_MN","MN","http://dbpedia.org/resource/Minnesota","31495","Great Southern Bankk","","27-Apr-12"
"Palm Desert National Bankk","","Palm Desert","http://dbpedia.org/resource/Palm_Desert,_CA","CA","http://dbpedia.org/resource/California","23632","Pacific Premier Bankk","","27-Apr-12"
"HarVest Bank of Marylandd","","Gaithersburg","http://dbpedia.org/resource/Gaithersburg,_MD","MD","http://dbpedia.org/resource/Maryland","57766","Sonabankk","","27-Apr-12"
"Bank of the Eastern Shoree","","Cambridge","http://dbpedia.org/resource/Cambridge,_MD","MD","http://dbpedia.org/resource/Maryland","26759","","","27-Apr-12"
"Security Bank, National Association","","North Lauderdale","http://dbpedia.org/resource/North_Lauderdale,_FL","FL","http://dbpedia.org/resource/Florida","23156","Banesco USA","","4-May-12"
"Alabama Trust Bank, National Associationn","","Sylacauga","http://dbpedia.org/resource/Sylacauga,_AL","AL","http://dbpedia.org/resource/Alabama","35224","Southern States Bank","","18-May-12"
"Carolina Federal Savings Bank","","Charleston","http://dbpedia.org/resource/Charleston,_SC","SC","http://dbpedia.org/resource/South_Carolina","35372","Bank of North Carolinaa","http://dbpedia.org/resource/Bank_of_North_Carolina","8-Jun-12"
"First Capital Bankk","","Kingfisher","http://dbpedia.org/resource/Kingfisher,_OK","OK","http://dbpedia.org/resource/Oklahoma","416","F & M Bankk","","8-Jun-12"
"Waccamaw Bank","","Whiteville","http://dbpedia.org/resource/Whiteville,_NC","NC","http://dbpedia.org/resource/North_Carolina","34515","First Community Bankk","http://dbpedia.org/resource/First_Community_Bancshares","8-Jun-12"
"Farmers' and Traders' State Bankk","","Shabbona","http://dbpedia.org/resource/Shabbona,_IL","IL","http://dbpedia.org/resource/Illinois","9257","First State BBank","","8-Jun-12"
"The Farmmers Bank of Lynchburg","","Lynchburg","http://dbpedia.org/resource/Lynchburg,_TN","TN","http://dbpedia.org/resource/Tennessee","1690","Clayton Bank and Trust","","15-Jun-12"
"Security Exchange Bankk","","Marietta","http://dbpedia.org/resource/Marietta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","35299","Fidelity Bank","","15-Jun-12"
"Putnam State Bankk","","Palatka","http://dbpedia.org/resource/Palatka,_FL","FL","http://dbpedia.org/resource/Florida","27405","Harbor Community Bank","","15-Jun-12"
"Montgomery Bank & Trust","","Ailey","http://dbpedia.org/resource/Ailey,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19498","Ameris Bankk","","6-Jul-12"
"Glasgow Savings Bank","","Glasgow","http://dbpedia.org/resource/Glasgow,_MO","MO","http://dbpedia.org/resource/Missouri","1056","Regional Miissouri Bank","","13-Jul-12"
"Georgia Trust Bank","","Buford","http://dbpedia.org/resource/Buford,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57847","Community & Southern Bankk","","20-Jul-12"
"First Cherokee State Bankk","","Woodstock","http://dbpedia.org/resource/Woodstock,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","32711","Community & Southern Bannk","","20-Jul-12"
"The Royal Palm Bank of Florida","","Naples","http://dbpedia.org/resource/Naples,_FL","FL","http://dbpedia.org/resource/Florida","57096","First National Bank of the Gulf Coast","","20-Jul-12"
"Second Federal Savings and Loan Association of Chicago","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","27986","Hinsdale Bank & Trust Companyy","","20-Jul-12"
"Heartland Bankk","","Leawood","http://dbpedia.org/resource/Leawood,_KS","KS","http://dbpedia.org/resource/Kansas","1361","Metcalf Bankk","","20-Jul-12"
"Jasper Banking Companyy","","Jasper","http://dbpedia.org/resource/Jasper,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","16240","Stearns Bank N.A..","","27-Jul-12"
"Waukegan Savings Bankk","","Waukegan","http://dbpedia.org/resource/Waukegan,_IL","IL","http://dbpedia.org/resource/Illinois","28243","First Midwest Bankk","","3-Aug-12"
"First Commercial Bankk","","Bloomington","http://dbpedia.org/resource/Bloomington,_MN","MN","http://dbpedia.org/resource/Minnesota","35246","Republic Bank & Trust Company","http://dbpedia.org/resource/Republic_Bank_&_Trust_Company","7-Sep-12"
"Truman Bank","","St. Louis","http://dbpedia.org/resource/St._Louis,_MO","MO","http://dbpedia.org/resource/Missouri","27316","Simmons First National Bankk","","14-Sep-12"
"First United Bank","","Crete","http://dbpedia.org/resource/Crete,_IL","IL","http://dbpedia.org/resource/Illinois","20685","Old Plank Trail Community Bank, National Associationn","","28-Sep-12"
"Excel Bank","","Sedalia","http://dbpedia.org/resource/Sedalia,_MO","MO","http://dbpedia.org/resource/Missouri","19189","Simmons First National Bannk","","19-Oct-12"
"GulfSouth Private Bankk","","Destin","http://dbpedia.org/resource/Destin,_FL","FL","http://dbpedia.org/resource/Florida","58073","SmartBankk","","19-Oct-12"
"First East Side Savings BBank","","Tamarac","http://dbpedia.org/resource/Tamarac,_FL","FL","http://dbpedia.org/resource/Florida","28144","Stearns BBank N.A.","","19-Oct-12"
"NOVA Bankk","","Berwyn","http://dbpedia.org/resource/Berwyn,_PA","PA","http://dbpedia.org/resource/Pennsylvania","27148","","","26-Oct-12"
"Heritage Bank of Florida","","Lutz","http://dbpedia.org/resource/Lutz,_FL","FL","http://dbpedia.org/resource/Florida","35009","Centennnial Bank","http://dbpedia.org/resource/Centennial_Bank","2-Nov-12"
"Citizens First National Bankk","","Princeton","http://dbpedia.org/resource/Princeton,_IL","IL","http://dbpedia.org/resource/Illinois","3731","Heartland Bank and Trrust Company","","2-Nov-12"
"Hometown Community Bankk","","Braselton","http://dbpedia.org/resource/Braselton,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57928","CertusBank, National Associationn","http://dbpedia.org/resource/CertusBank","16-Nov-12"
"Community Bank of the Ozarkss","","Sunrise Beach","http://dbpedia.org/resource/Sunrise_Beach,_MO","MO","http://dbpedia.org/resource/Missouri","27331","Bank of Sullivan","","14-Dec-12"
"Westside Community Bank","","University Place","http://dbpedia.org/resource/University_Place,_WA","WA","http://dbpedia.org/resource/Washington_(state)","33997","Sunwest Bankk","","11-Jan-13"
"1st Regents Bank","","Andover","http://dbpedia.org/resource/Andover,_MN","MN","http://dbpedia.org/resource/Minnesota","57157","First Minnesota Bank","","18-Jan-13"
"Covenant Baank","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","22476","Liberty Bank and Trust Company","","15-Feb-13"
"Frontier Bankk","","LaGrange","http://dbpedia.org/resource/LaGrange,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","16431","HeritageBank of the Southh","","8-Mar-13"
"Gold Cannyon Bank","","Gold Canyon","http://dbpedia.org/resource/Gold_Canyon,_AZ","AZ","http://dbpedia.org/resource/Arizona","58066","First Scottsdale Bank, National Associationn","","5-Apr-13"
"Chipola Community Bankk","","Marianna","http://dbpedia.org/resource/Marianna,_FL","FL","http://dbpedia.org/resource/Florida","58034","First Federal Bank of FFlorida","","19-Apr-13"
"Heritage Bank of North Florida","","Orange Park","http://dbpedia.org/resource/Orange_Park,_FL","FL","http://dbpedia.org/resource/Florida","26680","FirstAtlantic Bank","","19-Apr-13"
"First Federal Bankk","","Lexington","http://dbpedia.org/resource/Lexington,_KY","KY","http://dbpedia.org/resource/Kentucky","29594","Your Community Bankk","","19-Apr-13"
"Parkway Bankk","","Lenoir","http://dbpedia.org/resource/Lenoir,_NC","NC","http://dbpedia.org/resource/North_Carolina","57158","CertusBank, National Associationn","http://dbpedia.org/resource/CertusBank","26-Apr-13"
"Douglas County Bank","","Douglasville","http://dbpedia.org/resource/Douglasville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","21649","Hamilton State Bank","","26-Apr-13"
"Pisgah Community Bank","","Asheville","http://dbpedia.org/resource/Asheville,_NC","NC","http://dbpedia.org/resource/North_Carolina","58701","Capital Bank, N.A..","","10-May-13"
"Sunrise Bankk","","Valdosta","http://dbpedia.org/resource/Valdosta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58185","Synoovus Bank","","10-May-13"
"Central Arizona Bankk","","Scottsdale","http://dbpedia.org/resource/Scottsdale,_AZ","AZ","http://dbpedia.org/resource/Arizona","34527","Western State Bankk","","14-May-13"
"Banks of Wisconsin d/b/a Bank of Kenoshaa","","Kenosha","http://dbpedia.org/resource/Kenosha,_WI","WI","http://dbpedia.org/resource/Wisconsin","35386","North Shore Bank, FSB","","31-May-13"
"1st Commerce Bankk","","North Las Vegas","http://dbpedia.org/resource/North_Las_Vegas,_NV","NV","http://dbpedia.org/resource/Nevada","58358","Plaza Bankk","","6-Jun-13"
"Mountain National Bankk","","Sevierville","http://dbpedia.org/resource/Sevierville,_TN","TN","http://dbpedia.org/resource/Tennessee","34789","First Tennessee Bank, National Association","","7-Jun-13"
"First Community Bank of Southwest Florida (also operating as Community Bank of Cape Coral))","","Fort Myers","http://dbpedia.org/resource/Fort_Myers,_FL","FL","http://dbpedia.org/resource/Florida","34943","C1 Bank","","2-Aug-13"
"Bank of Wausauu","","Wausau","http://dbpedia.org/resource/Wausau,_WI","WI","http://dbpedia.org/resource/Wisconsin","35016","Nicolet National Bank","","9-Aug-13"
"Community South Bankk","","Parsons","http://dbpedia.org/resource/Parsons,_TN","TN","http://dbpedia.org/resource/Tennessee","19849","CB&S Bank, Inc..","","23-Aug-13"
"Sunrise Bank of Arizzona","","Phoenix","http://dbpedia.org/resource/Phoenix,_AZ","AZ","http://dbpedia.org/resource/Arizona","34707","First Fidelity Bank, National Associationn","","23-Aug-13"
"First National Bank aalso operating as The National Bank of El Paso","","Edinburg","http://dbpedia.org/resource/Edinburg,_TX","TX","http://dbpedia.org/resource/Texas","14318","PlainnsCapital Bank","","13-Sep-13"
"The Community's Bank","","Bridgeport","http://dbpedia.org/resource/Bridgeport,_CT","CT","http://dbpedia.org/resource/Connecticut","57041","","","13-Sep-13"
"Bank of Jackson County","","Graceville","http://dbpedia.org/resource/Graceville,_FL","FL","http://dbpedia.org/resource/Florida","14794","First Federal Bank of Florida","","30-Oct-13"
"Texas Community Bank, National Association","","The Woodlands","http://dbpedia.org/resource/The_Woodlands,_TX","TX","http://dbpedia.org/resource/Texas","57431","Spirit of Texas Bank, SSSB","","13-Dec-13"
"DuPage National Bank","","West Chicago","http://dbpedia.org/resource/West_Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","5732","Republic BBank of Chicago","","17-Jan-14"
"The Bank of Unionn","","El Reno","http://dbpedia.org/resource/El_Reno,_OK","OK","http://dbpedia.org/resource/Oklahoma","17967","BancFirstt","http://dbpedia.org/resource/BancFirst","24-Jan-14"
"Syringa Bank","","Boise","http://dbpedia.org/resource/Boise,_ID","ID","http://dbpedia.org/resource/Idaho","34296","Sunwest Bank","","31-Jan-14"
"Vantage Point Bankk","","Horsham","http://dbpedia.org/resource/Horsham,_PA","PA","http://dbpedia.org/resource/Pennsylvania","58531","Firstt Choice Bank","","28-Feb-14"
"Millennium Bank, National Associationn","","Sterling","http://dbpedia.org/resource/Sterling,_VA","VA","http://dbpedia.org/resource/Virginia","35096","WashingtonFirst Bank","","28-Feb-14"
"Allendale County Bank","","Fairfax","http://dbpedia.org/resource/Fairfax,_SC","SC","http://dbpedia.org/resource/South_Carolina","15062","Palmetto State Bank","","25-Apr-14"
"AztecAmerica Bank","","Berwyn","http://dbpedia.org/resource/Berwyn,_IL","IL","http://dbpedia.org/resource/Illinois","57866","Republic Bank of Chicagoo","","16-May-14"
"Columbia Savings Bannk","","Cincinnati","http://dbpedia.org/resource/Cincinnati,_OH","OH","http://dbpedia.org/resource/Ohio","32284","Unitted Fidelity Bank, fsb","","23-May-14"
"Slavie Federal Savings Bank","","Bel Air","http://dbpedia.org/resource/Bel_Air,_MD","MD","http://dbpedia.org/resource/Maryland","32368","Bay Bank, FSB","","30-May-14"
"Valley Bankk","","Moline","http://dbpedia.org/resource/Moline,_IL","IL","http://dbpedia.org/resource/Illinois","10450","Greeat Southern Bank","","20-Jun-14"
"Valley Bankk","","Fort Lauderdale","http://dbpedia.org/resource/Fort_Lauderdale,_FL","FL","http://dbpedia.org/resource/Florida","21793","Landmark Bank, National Associationn","","20-Jun-14"
"The Freedom State Bankk","","Freedom","http://dbpedia.org/resource/Freedom,_OK","OK","http://dbpedia.org/resource/Oklahoma","12483","Alvaa State Bank & Trust Company","","27-Jun-14"
"Eastside Commercial Bankk","","Conyers","http://dbpedia.org/resource/Conyers,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58125","Community & Southern Bankk","","18-Jul-14"
"GreenChoice Bank, fsbb","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","28462","Providence Bank, LLCC","","25-Jul-14"
"NBRS Financiall","","Rising Sun","http://dbpedia.org/resource/Rising_Sun,_MD","MD","http://dbpedia.org/resource/Maryland","4862","Howard Bankk","","17-Oct-14"
"The National Republic Bank of Chicagoo","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","916","State Bank of Texass","","24-Oct-14"
"Frontier Bank, FSB D/B/A El Paseo Bankk","","Palm Desert","http://dbpedia.org/resource/Palm_Desert,_CA","CA","http://dbpedia.org/resource/California","34738","Bank of Southern California, N.A..","","7-Nov-14"
"Northern Star Bankk","","Mankato","http://dbpedia.org/resource/Mankato,_MN","MN","http://dbpedia.org/resource/Minnesota","34983","BankViista","","19-Dec-14"
"First National Bank of Crestvieww","","Crestview","http://dbpedia.org/resource/Crestview,_FL","FL","http://dbpedia.org/resource/Florida","17557","First NBC Bank","","16-Jan-15"
"Highland Community Bank","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","20290","United Fidelity Bank, fsb","","23-Jan-15"
"Capitol City Bank & Trust Companyy","","Atlanta","http://dbpedia.org/resource/Atlanta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","33938","First-Citizens Bank & Trust Companyy","http://dbpedia.org/resource/First_Citizens_BancShares","13-Feb-15"
"Doral Bank","","San Juan","http://dbpedia.org/resource/San_Juan,_PR","PR","http://dbpedia.org/resource/Puerto_Rico","32102","Banco Popular de Puerto Ricoo","http://dbpedia.org/resource/Banco_Popular_de_Puerto_Rico","27-Feb-15"
"Edggebrook Bank","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","57772","Republic Bank of Chicagoo","","8-May-15"
"Premier Bank","","Denver","http://dbpedia.org/resource/Denver,_CO","CO","http://dbpedia.org/resource/Colorado","34112","United Fidelity Bank, fsb","","10-Jul-15"
"The Bank of Georgia","","Peachtree City","http://dbpedia.org/resource/Peachtree_City,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","35259","Fidelity Bank","","2-Oct-15"
"Hometown National Bank","","Longview","http://dbpedia.org/resource/Longview,_WA","WA","http://dbpedia.org/resource/Washington_(state)","35156","Twin City Bank","","2-Oct-15"
"North Milwaukee State Bank","","Milwaukee","http://dbpedia.org/resource/Milwaukee,_WI","WI","http://dbpedia.org/resource/Wisconsin","20364","First-Citizens Bank & Trust Compaany","http://dbpedia.org/resource/First_Citizens_BancShares","11-Mar-16"
"Trust Company Bank","","Memphis","http://dbpedia.org/resource/Memphis,_TN","TN","http://dbpedia.org/resource/Tennessee","9956","The Bank of Fayette County","","29-Apr-16"
"First CornerStone Bankk","","King of Prussia","http://dbpedia.org/resource/King_of_Prussia,_PA","PA","http://dbpedia.org/resource/Pennsylvania","35312","First-Citizens Bank & Trust Companyy","http://dbpedia.org/resource/First_Citizens_BancShares","6-May-16"
"The Woodbury Banking Companyy","","Woodbury","http://dbpedia.org/resource/Woodbury,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","11297","United Bankk","","19-Aug-16"
"Allied Bankk","","Mulberry","http://dbpedia.org/resource/Mulberry,_AR","AR","http://dbpedia.org/resource/Arkansas","91","Today's Bank","","23-Sep-16"
"Harvest Community Bankk","","Pennsville","http://dbpedia.org/resource/Pennsville,_NJ","NJ","http://dbpedia.org/resource/New_Jersey","34951","First-Citizens Bankk & Trust Company","http://dbpedia.org/resource/First_Citizens_BancShares","13-Jan-17"
"Seaway Bank and Trust Companyy","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","19328","State Bank of Texass","","27-Jan-17"
"Proficio Bank","","Cottonwood Heights","http://dbpedia.org/resource/Cottonwood_Heights,_UT","UT","http://dbpedia.org/resource/Utah","35495","Cache Valley Bank","","3-Mar-17"
"First NBC Bank","","New Orleans","http://dbpedia.org/resource/New_Orleans,_LA","LA","http://dbpedia.org/resource/Louisiana","58302","Whitney Bankk","http://dbpedia.org/resource/Whitney_Bank","28-Apr-17"
"Guaranty Bank, (d/b/a BestBank in Georgia & Michigan))","http://dbpedia.org/resource/Guaranty_Bank_(Wisconsin)","Milwaukee","http://dbpedia.org/resource/Milwaukee,_WI","WI","http://dbpedia.org/resource/Wisconsin","30003","First-Citizens Bank & Trust CCompany","http://dbpedia.org/resource/First_Citizens_BancShares","5-May-17"
"Fayette County Bank","","Saint Elmo","http://dbpedia.org/resource/St._Elmo,_Illinois","IL","http://dbpedia.org/resource/Illinois","1802","United Fidelity Bank, fsb","","26-May-17"
"The Farmers and Merchants State Bank of Arrgonia","","Argonia","http://dbpedia.org/resource/Argonia,_KS","KS","http://dbpedia.org/resource/Kansas","17719","Conway Bank","","13-Oct-17"
"Washington Federal Bank for Savingss","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","30570","Rooyal Savings Bank","","15-Dec-17"
"Thee Enloe State Bank","","Cooper","http://dbpedia.org/resource/Cooper,_TX","TX","http://dbpedia.org/resource/Texas","10716","Legend Bank, N. A.","","31-May-19"
"Resolute Bankk","","Maumee","http://dbpedia.org/resource/Maumee,_OH","OH","http://dbpedia.org/resource/Ohio","58317","Buckeye State Bank","","25-Oct-19"
"Louisa Community Bankk","","Louisa","http://dbpedia.org/resource/Louisa,_KY","KY","http://dbpedia.org/resource/Kentucky","58112","Kentucky Farmers Bank Corporationn","","25-Oct-19"
"City National Bank of New Jerseyy","http://dbpedia.org/resource/City_National_Bank_(New_Jersey)","Newark","http://dbpedia.org/resource/Newark,_NJ","NJ","http://dbpedia.org/resource/New_Jersey","21111","Industrial Bank","","1-Nov-19"
"Ericson State Bankk","","Ericson","http://dbpedia.org/resource/Ericson,_NE","NE","http://dbpedia.org/resource/Nebraska","18265","Farmers and Merchants Bankk","","14-Feb-20"
"The First Sttate Bank","","Barboursville","http://dbpedia.org/resource/Barboursville,_WV","WV","http://dbpedia.org/resource/West_Virginia","14361","MVB Bank, Inc..","","3-Apr-20"
