"goalkeeper","goalkeeper__URI","birthPlace","birthPlace__URI","team","team__URI","ground","ground__URI"
"Pedro Román Rómolii","http://dbpedia.org/resource/Pedro_Rómoli","Argentina","http://dbpedia.org/resource/Argentina","Club Atlético Huracán","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Pedro Román Rómoli","http://dbpedia.org/resource/Pedro_Rómoli","Argentina","http://dbpedia.org/resource/Argentina","Huracán","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Pedro Rómolii","http://dbpedia.org/resource/Pedro_Rómoli","Argentinaa","http://dbpedia.org/resource/Argentina","Huraacán","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Pedro Rómolii","http://dbpedia.org/resource/Pedro_Rómoli","Argentina","http://dbpedia.org/resource/Argentina","Club Atlético Huracánn","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Peter Rufaii","http://dbpedia.org/resource/Peter_Rufai","Nigeria","http://dbpedia.org/resource/Nigeria","Real Club Deportivo de La Coruña, S.A.D.","http://dbpedia.org/resource/Deportivo_de_La_Coruña","Riazor","http://dbpedia.org/resource/Estadio_Riazor"
"Peter Rufaii","http://dbpedia.org/resource/Peter_Rufai","Nigeria","http://dbpedia.org/resource/Nigeria","Real Club Deportivo de La Coruña, S.A.D.","http://dbpedia.org/resource/Deportivo_de_La_Coruña","Estadio Municipal de Riazor","http://dbpedia.org/resource/Estadio_Riazor"
"Peter Rufai","http://dbpedia.org/resource/Peter_Rufai","Nigeria","http://dbpedia.org/resource/Nigeria","Deportivo La Coruña","http://dbpedia.org/resource/Deportivo_de_La_Coruña","Riazor","http://dbpedia.org/resource/Estadio_Riazor"
"Peter Rufai","http://dbpedia.org/resource/Peter_Rufai","Nigeriia","http://dbpedia.org/resource/Nigeria","Deportivo La Coruña","http://dbpedia.org/resource/Deportivo_de_La_Coruña","Estadio Municipal de Riazor","http://dbpedia.org/resource/Estadio_Riazor"
"Philipp Sprint","http://dbpedia.org/resource/Philip_Sprint","Germany","http://dbpedia.org/resource/Germany","Alemannia Aachhen","http://dbpedia.org/resource/Alemannia_Aachen","Tivoli","http://dbpedia.org/resource/New_Tivoli"
"Phiilip Sprint","http://dbpedia.org/resource/Philip_Sprint","Germany","http://dbpedia.org/resource/Germany","Aachener Turn- und Sportvereinn","http://dbpedia.org/resource/Alemannia_Aachen","Tivoli","http://dbpedia.org/resource/New_Tivoli"
"Philip Sprintt","http://dbpedia.org/resource/Philip_Sprint","Geermany","http://dbpedia.org/resource/Germany","Alemannia 19900 e.V.","http://dbpedia.org/resource/Alemannia_Aachen","Tivoli","http://dbpedia.org/resource/New_Tivoli"
"Pierluuigi Brivio","http://dbpedia.org/resource/Pierluigi_Brivio","Italy","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Pierluigi Brivio","http://dbpedia.org/resource/Pierluigi_Brivio","Italy","http://dbpedia.org/resource/Italy","Naapoli","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Pierluigi BBrivio","http://dbpedia.org/resource/Pierluigi_Brivio","Italyy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A..","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"PPierluigi Brivio","http://dbpedia.org/resource/Pierluigi_Brivio","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A..","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Pietro Carmiignani","http://dbpedia.org/resource/Pietro_Carmignani","Ittaly","http://dbpedia.org/resource/Italy","NNapoli","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Pietro Carmignani","http://dbpedia.org/resource/Pietro_Carmignani","Italy","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Pietro Carmignanni","http://dbpedia.org/resource/Pietro_Carmignani","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Pietro Carmignanii","http://dbpedia.org/resource/Pietro_Carmignani","IItaly","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A..","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Pietro CCarmignani","http://dbpedia.org/resource/Pietro_Carmignani","Italy","http://dbpedia.org/resource/Italy","Juventus","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Pietro Carmignani","http://dbpedia.org/resource/Pietro_Carmignani","Itaaly","http://dbpedia.org/resource/Italy","Juventus Football ClubS.p.A.","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Rafaell","http://dbpedia.org/resource/Alberto_Rafael_da_Silva","Brazil","http://dbpedia.org/resource/Brazil","Esteghlal Tehran Football Clubb","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Rafael","http://dbpedia.org/resource/Alberto_Rafael_da_Silva","Brazill","http://dbpedia.org/resource/Brazil","Botafogo Futebol Clubее","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"Rafael","http://dbpedia.org/resource/Alberto_Rafael_da_Silva","Braazil","http://dbpedia.org/resource/Brazil","Botafogo de Ribeirão Preto","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"Rafaell","http://dbpedia.org/resource/Alberto_Rafael_da_Silva","Brazil","http://dbpedia.org/resource/Brazil","Esteghlal","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Rafaell","http://dbpedia.org/resource/Alberto_Rafael_da_Silva","Brazil","http://dbpedia.org/resource/Brazil","استقلالل","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Rafael Bracalli","http://dbpedia.org/resource/Rafael_Bracalli","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube  Juventude","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Rafael Bracallii","http://dbpedia.org/resource/Rafael_Bracalli","Brrazil","http://dbpedia.org/resource/Brazil","Juventudee","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Rafael Costa Silva Sandes","http://dbpedia.org/resource/Rafael_Costa_Silva_Sandes","Brazill","http://dbpedia.org/resource/Brazil","Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Raffael Costa Silva Sandes","http://dbpedia.org/resource/Rafael_Costa_Silva_Sandes","Brazill","http://dbpedia.org/resource/Brazil","Esporte Clube Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Rafael Costa Silva Sandes","http://dbpedia.org/resource/Rafael_Costa_Silva_Sandes","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Rafael Costa Silva Sandes","http://dbpedia.org/resource/Rafael_Costa_Silva_Sandes","Brazill","http://dbpedia.org/resource/Brazil","Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Rafael Sandes","http://dbpedia.org/resource/Rafael_Costa_Silva_Sandes","Brazil","http://dbpedia.org/resource/Brazil","Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Rafael Sandes","http://dbpedia.org/resource/Rafael_Costa_Silva_Sandes","Braazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Rafael Sandess","http://dbpedia.org/resource/Rafael_Costa_Silva_Sandes","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Rafael Sandess","http://dbpedia.org/resource/Rafael_Costa_Silva_Sandes","Brazill","http://dbpedia.org/resource/Brazil","Viitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Rafael Savério Gatti","http://dbpedia.org/resource/Rafael_Savério_Gatti","Brazzil","http://dbpedia.org/resource/Brazil","Juventudde","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Rafael Savério Gatti","http://dbpedia.org/resource/Rafael_Savério_Gatti","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Juventude","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Rafael Wihby Bracalli","http://dbpedia.org/resource/Rafael_Bracalli","Brazil","http://dbpedia.org/resource/Brazil","EEsporte Clube Juventude","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Rafael Wihby Bracallii","http://dbpedia.org/resource/Rafael_Bracalli","Brazill","http://dbpedia.org/resource/Brazil","Juventude","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Raffaele Di Fusco","http://dbpedia.org/resource/Raffaele_Di_Fusco","Italy","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Raaffaele Di Fusco","http://dbpedia.org/resource/Raffaele_Di_Fusco","Italyy","http://dbpedia.org/resource/Italy","Naapoli","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Raffaele Di Fusco","http://dbpedia.org/resource/Raffaele_Di_Fusco","Italyy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A..","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Raffaele Di Fusco","http://dbpedia.org/resource/Raffaele_Di_Fusco","Italyy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Raffaaele DiFusco","http://dbpedia.org/resource/Raffaele_Di_Fusco","Italyy","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Raffaele DiFussco","http://dbpedia.org/resource/Raffaele_Di_Fusco","Italyy","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Raffaele DiFuscoo","http://dbpedia.org/resource/Raffaele_Di_Fusco","Italyy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A..","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Raffaele DiFusco","http://dbpedia.org/resource/Raffaele_Di_Fusco","Italy","http://dbpedia.org/resource/Italy","Società Spportiva Calcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Rahman Ahmadii","http://dbpedia.org/resource/Rahman_Ahmadi","Iran","http://dbpedia.org/resource/Iran","Persepolis Tehran Football Clubb","http://dbpedia.org/resource/Persepolis_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Ralte Lalthuammawia","http://dbpedia.org/resource/Lalthuammawia_Ralte","India","http://dbpedia.org/resource/India","NorthEast United FC","http://dbpedia.org/resource/NorthEast_United_FC","Indira Gandhi Athletic Stadium","http://dbpedia.org/resource/Indira_Gandhi_Athletic_Stadium"
"Ralte Lalthuammawia","http://dbpedia.org/resource/Lalthuammawia_Ralte","India","http://dbpedia.org/resource/India","নৰ্থ ইষ্ট ইউনাইটেড এফ চিি","http://dbpedia.org/resource/NorthEast_United_FC","Indira Gandhi Athletic Stadium","http://dbpedia.org/resource/Indira_Gandhi_Athletic_Stadium"
"Rammzi Saleh","http://dbpedia.org/resource/Ramzi_Saleh","Cairo","http://dbpedia.org/resource/Cairo","Al Ahly Sporting Clubb","http://dbpedia.org/resource/Al_Ahly_SC","Cairo Stadium","http://dbpedia.org/resource/Cairo_International_Stadium"
"Ramzi Saleh","http://dbpedia.org/resource/Ramzi_Saleh","Cairoo","http://dbpedia.org/resource/Cairo","النادي الأهلى للرياضة البدنية","http://dbpedia.org/resource/Al_Ahly_SC","Cairo Stadium","http://dbpedia.org/resource/Cairo_International_Stadium"
"RRamzi Saleh","http://dbpedia.org/resource/Ramzi_Saleh","Cairoo","http://dbpedia.org/resource/Cairo","Al Ahly  SC","http://dbpedia.org/resource/Al_Ahly_SC","Cairo Stadium","http://dbpedia.org/resource/Cairo_International_Stadium"
"Ramzi Soliman Ahmed Salehh","http://dbpedia.org/resource/Ramzi_Saleh","Cairo","http://dbpedia.org/resource/Cairo","Al Ahly SC","http://dbpedia.org/resource/Al_Ahly_SC","Cairo Stadium","http://dbpedia.org/resource/Cairo_International_Stadium"
"Ramzi Soliman Ahmed Salehh","http://dbpedia.org/resource/Ramzi_Saleh","Cairoo","http://dbpedia.org/resource/Cairo","Al Ahly Sportiing Club","http://dbpedia.org/resource/Al_Ahly_SC","Cairo Stadium","http://dbpedia.org/resource/Cairo_International_Stadium"
"Ramzi Soliman Ahmed Salehh","http://dbpedia.org/resource/Ramzi_Saleh","CCairo","http://dbpedia.org/resource/Cairo","النادي الأهلى للرياضة البدنية","http://dbpedia.org/resource/Al_Ahly_SC","Cairo Stadium","http://dbpedia.org/resource/Cairo_International_Stadium"
"Ravi Kumar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Indiaa","http://dbpedia.org/resource/India","Pailan Arrows","http://dbpedia.org/resource/Pailan_Arrows","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ravi Kumarr","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Indiaa","http://dbpedia.org/resource/India","Pailan Arrows","http://dbpedia.org/resource/Pailan_Arrows","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"RRavi Kumar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Indiaa","http://dbpedia.org/resource/India","Pailan Arrowss","http://dbpedia.org/resource/Pailan_Arrows","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ravi  Kumar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Indiaa","http://dbpedia.org/resource/India","Deelhi Dynamos Football Club","http://dbpedia.org/resource/Delhi_Dynamos_FC","Jawaharlal Nehru Stadium (JNS)","http://dbpedia.org/resource/Jawaharlal_Nehru_Stadium_(Delhi)"
"Ravi Kumar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Indiaa","http://dbpedia.org/resource/India","Delhi Dynamos Football Club","http://dbpedia.org/resource/Delhi_Dynamos_FC","Jawaharlal Nehru Stadium","http://dbpedia.org/resource/Jawaharlal_Nehru_Stadium_(Delhi)"
"Raavi Kumar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","India","http://dbpedia.org/resource/India","Pailan Arrows","http://dbpedia.org/resource/Pailan_Arrows","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ravi Kumar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Uttar Pradeshh","http://dbpedia.org/resource/Uttar_Pradesh","Pailan Arrows","http://dbpedia.org/resource/Pailan_Arrows","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ravi Kumar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Uttar Pradeshh","http://dbpedia.org/resource/Uttar_Pradesh","Pailan Arrowss","http://dbpedia.org/resource/Pailan_Arrows","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ravi Kumarr","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Uttar Pradeshh","http://dbpedia.org/resource/Uttar_Pradesh","Pailan Arroows","http://dbpedia.org/resource/Pailan_Arrows","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ravi Kumar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Uttar Pradeshh","http://dbpedia.org/resource/Uttar_Pradesh","Pailan AArrows","http://dbpedia.org/resource/Pailan_Arrows","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ravi Kumaar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Uttar Pradesh","http://dbpedia.org/resource/Uttar_Pradesh","Delhi Dynamos Football Clubb","http://dbpedia.org/resource/Delhi_Dynamos_FC","Jawaharlal Nehru Stadium (JNS)","http://dbpedia.org/resource/Jawaharlal_Nehru_Stadium_(Delhi)"
"Ravi Kumar","http://dbpedia.org/resource/Ravi_Kumar_(footballer)","Uttar Pradeshh","http://dbpedia.org/resource/Uttar_Pradesh","Delhi Dynamos Football Clubb","http://dbpedia.org/resource/Delhi_Dynamos_FC","Jawaharlal Nehru Stadium","http://dbpedia.org/resource/Jawaharlal_Nehru_Stadium_(Delhi)"
"Rehenesh TPP","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","East Bengal Football Club","http://dbpedia.org/resource/East_Bengal_F.C.","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehenesh TP","http://dbpedia.org/resource/Rehenesh_TP","Kerala","http://dbpedia.org/resource/Kerala","East Bengal Football Clubb","http://dbpedia.org/resource/East_Bengal_F.C.","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Reehenesh TP","http://dbpedia.org/resource/Rehenesh_TP","Kerala","http://dbpedia.org/resource/Kerala","East Bengal Foootball Club","http://dbpedia.org/resource/East_Bengal_F.C.","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehenesh TPP","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","East Bengal Football Clubb","http://dbpedia.org/resource/East_Bengal_F.C.","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehenesh  TP","http://dbpedia.org/resource/Rehenesh_TP","Kerala","http://dbpedia.org/resource/Kerala","নৰ্থ ইষ্ট ইউনাইটেড এফ চিি","http://dbpedia.org/resource/NorthEast_United_FC","Indira Gandhi Athletic Stadium","http://dbpedia.org/resource/Indira_Gandhi_Athletic_Stadium"
"Rehenesh TP","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","NorthEast United FCC","http://dbpedia.org/resource/NorthEast_United_FC","Indira Gandhi Athletic Stadium","http://dbpedia.org/resource/Indira_Gandhi_Athletic_Stadium"
"Rehenesh Thumbirumbu Paramba","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","East Bengal Football Clubb","http://dbpedia.org/resource/East_Bengal_F.C.","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehenesh Thumbirumbu Paramba","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","East Bengal Football Clubb","http://dbpedia.org/resource/East_Bengal_F.C.","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehenesh Thumbirumbu Paramba","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","East Bengal Football Club","http://dbpedia.org/resource/East_Bengal_F.C.","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehenesh Thumbirumbuu Paramba","http://dbpedia.org/resource/Rehenesh_TP","Keraala","http://dbpedia.org/resource/Kerala","East Bengal Football Clubb","http://dbpedia.org/resource/East_Bengal_F.C.","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehenesh Thumbirumbu Paramba","http://dbpedia.org/resource/Rehenesh_TP","KKerala","http://dbpedia.org/resource/Kerala","NorthEast United FC","http://dbpedia.org/resource/NorthEast_United_FC","Indira Gandhi Athletic Stadium","http://dbpedia.org/resource/Indira_Gandhi_Athletic_Stadium"
"Rehenesh Thumbirumbu Paramba","http://dbpedia.org/resource/Rehenesh_TP","KKerala","http://dbpedia.org/resource/Kerala","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","http://dbpedia.org/resource/NorthEast_United_FC","Indira Gandhi Athletic Stadium","http://dbpedia.org/resource/Indira_Gandhi_Athletic_Stadium"
"Rehnesh TP","http://dbpedia.org/resource/Rehenesh_TP","Keralla","http://dbpedia.org/resource/Kerala","নৰ্থ ইষ্ট ইউনাইটেড এফ চিি","http://dbpedia.org/resource/NorthEast_United_FC","Indira Gandhi Athletic Stadium","http://dbpedia.org/resource/Indira_Gandhi_Athletic_Stadium"
"Rehnesh TP","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","East Benngal Football Club","http://dbpedia.org/resource/East_Bengal_F.C.","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehnesh TTP","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","NorthEast United FC","http://dbpedia.org/resource/NorthEast_United_FC","Indira Gandhi Athletic Stadium","http://dbpedia.org/resource/Indira_Gandhi_Athletic_Stadium"
"Rehnesh TP","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","East Bengal Football Clubb","http://dbpedia.org/resource/East_Bengal_F.C.","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehnesh TPP","http://dbpedia.org/resource/Rehenesh_TP","Keralaa","http://dbpedia.org/resource/Kerala","East Bengal Football Clubb","http://dbpedia.org/resource/East_Bengal_F.C.","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Rehnesh TPP","http://dbpedia.org/resource/Rehenesh_TP","Keralla","http://dbpedia.org/resource/Kerala","East Bengal Football Clubb","http://dbpedia.org/resource/East_Bengal_F.C.","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Remko Pasveerr","http://dbpedia.org/resource/Remko_Pasveer","Netherlands","http://dbpedia.org/resource/Netherlands","Twentee","http://dbpedia.org/resource/FC_Twente","De Grolsch Veste","http://dbpedia.org/resource/De_Grolsch_Veste"
"Remko Passveer","http://dbpedia.org/resource/Remko_Pasveer","Netherlandss","http://dbpedia.org/resource/Netherlands","Football Club Twentee","http://dbpedia.org/resource/FC_Twente","De Grolsch Veste","http://dbpedia.org/resource/De_Grolsch_Veste"
"Renan","http://dbpedia.org/resource/Renan_Soares_Reuter","Brazill","http://dbpedia.org/resource/Brazil","Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Renann","http://dbpedia.org/resource/Renan_Soares_Reuter","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Renan","http://dbpedia.org/resource/Renan_Soares_Reuter","Brazill","http://dbpedia.org/resource/Brazil","Esporte Clube Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Renann","http://dbpedia.org/resource/Renan_Soares_Reuter","Brazill","http://dbpedia.org/resource/Brazil","Botafogo de Ribeirão Preto","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"Reenan","http://dbpedia.org/resource/Renan_Soares_Reuter","Brazil","http://dbpedia.org/resource/Brazil","Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Renann","http://dbpedia.org/resource/Renan_Soares_Reuter","Brrazil","http://dbpedia.org/resource/Brazil","Botafogo Futebol Clubе","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"Renan Nelson Rocha","http://dbpedia.org/resource/Renan_Rocha","Brazil","http://dbpedia.org/resource/Brazil","Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Renan Nelson Rochaa","http://dbpedia.org/resource/Renan_Rocha","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Renan Nelson Rochaa","http://dbpedia.org/resource/Renan_Rocha","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Renan Nelson Rochaa","http://dbpedia.org/resource/Renan_Rocha","Brrazil","http://dbpedia.org/resource/Brazil","Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Renan Rochaa","http://dbpedia.org/resource/Renan_Rocha","Brazil","http://dbpedia.org/resource/Brazil","Vitóória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Renan Rocha","http://dbpedia.org/resource/Renan_Rocha","Brazill","http://dbpedia.org/resource/Brazil","Esporte Clube Vittória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
