"Nickname","Nickname__URI","Team","Team__URI","BirthPlace","BirthPlace__URI"
"Supermann","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magicc","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The Big Cordiallyy","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Maggic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The Big Fella","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magiic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The Big  Maravich","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magicc","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The Big Shaqtuss","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Wilt Chamberneezy","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magicc","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"The Enormous Mormonn","http://dbpedia.org/resource/Shawn_Bradley","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Landstuhl, Germany","http://dbpedia.org/resource/Landstuhl,_Germany"
"Thee Family Man","http://dbpedia.org/resource/Shawn_Kemp","Seattle SuperSonicss","http://dbpedia.org/resource/Seattle_SuperSonics","Elkhart, Indiana","http://dbpedia.org/resource/Elkhart,_Indiana"
"The Reignmann","http://dbpedia.org/resource/Shawn_Kemp","Seattle SSuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Elkhart, Indiana","http://dbpedia.org/resource/Elkhart,_Indiana"
"The  Matrix","http://dbpedia.org/resource/Shawn_Marion","Phoeenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Waukegan, Illinois","http://dbpedia.org/resource/Waukegan,_Illinois"
"El Sidd","http://dbpedia.org/resource/Sidney_Moncrief","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Little Rock, Arkansas","http://dbpedia.org/resource/Little_Rock,_Arkansas"
"Sid the Squid","http://dbpedia.org/resource/Sidney_Moncrief","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Little Rock, Arkansas","http://dbpedia.org/resource/Little_Rock,_Arkansas"
"Sir Siid","http://dbpedia.org/resource/Sidney_Moncrief","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Little Rock, Arkansas","http://dbpedia.org/resource/Little_Rock,_Arkansas"
"Sleepyy","http://dbpedia.org/resource/Sleepy_Floyd","New Jersey Nets","http://dbpedia.org/resource/New_Jersey_Nets","Gastonia, North Carolina","http://dbpedia.org/resource/Gastonia,_North_Carolina"
"Scrubb","http://dbpedia.org/resource/Smush_Parker","Étoile Sportive de Radès (basketball))","http://dbpedia.org/resource/Étoile_Sportive_de_Radès_(basketball)","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"BBaby Shaq","http://dbpedia.org/resource/Sofoklis_Schortsanitis","Los Angeles Clipperss","http://dbpedia.org/resource/Los_Angeles_Clippers","Tiko","http://dbpedia.org/resource/Tiko"
"Big Sofo","http://dbpedia.org/resource/Sofoklis_Schortsanitis","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Tiko","http://dbpedia.org/resource/Tiko"
"Speedyy","http://dbpedia.org/resource/Speedy_Claxton","Philadelphia 76erss","http://dbpedia.org/resource/Philadelphia_76ers","Hempstead (village), New York","http://dbpedia.org/resource/Hempstead_(village),_New_York"
"Spud","http://dbpedia.org/resource/Spud_Webb","Detroit Pistoons","http://dbpedia.org/resource/Detroit_Pistons","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"Plastic Man","http://dbpedia.org/resource/Stacey_Augmon","Atlanta Hawkss","http://dbpedia.org/resource/Atlanta_Hawks","Pasadena, California","http://dbpedia.org/resource/Pasadena,_California"
"Baby-Faced Assassin","http://dbpedia.org/resource/Stephen_Curry","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"Chef  Curry","http://dbpedia.org/resource/Stephen_Curry","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"Steph","http://dbpedia.org/resource/Stephen_Curry","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"The Golden  Boy","http://dbpedia.org/resource/Stephen_Curry","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"Starburyy","http://dbpedia.org/resource/Stephon_Marbury","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"Stevie Franchise","http://dbpedia.org/resource/Steve_Francis","Memphis Grizzliess","http://dbpedia.org/resource/Memphis_Grizzlies","Takoma Park, Maryland","http://dbpedia.org/resource/Takoma_Park,_Maryland"
"Hair Canadaa","http://dbpedia.org/resource/Steve_Nash","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Johannesburg","http://dbpedia.org/resource/Johannesburg"
"Human Victoory Cigar","http://dbpedia.org/resource/Stojko_Vranković","Cibona Zagabriaa","http://dbpedia.org/resource/KK_Cibona","Drniš","http://dbpedia.org/resource/Drniš"
"Stretchh","http://dbpedia.org/resource/Stretch_Murphy","Indianapolis Jetts","http://dbpedia.org/resource/Indianapolis_Jets","Marion, Indiana","http://dbpedia.org/resource/Marion,_Indiana"
"Old Man RRiverwalk","http://dbpedia.org/resource/Tim_Duncan","San Antonio Spurss","http://dbpedia.org/resource/San_Antonio_Spurs","Christiansted, U.S. Virgin Islands","http://dbpedia.org/resource/Christiansted,_U.S._Virgin_Islands"
"Slam Duncan","http://dbpedia.org/resource/Tim_Duncan","San Antonio Spurss","http://dbpedia.org/resource/San_Antonio_Spurs","Christiansted, U.S. Virgin Islands","http://dbpedia.org/resource/Christiansted,_U.S._Virgin_Islands"
"The Big Fundamental","http://dbpedia.org/resource/Tim_Duncan","San Antonio Spurss","http://dbpedia.org/resource/San_Antonio_Spurs","Christiansted, U.S. Virgin Islands","http://dbpedia.org/resource/Christiansted,_U.S._Virgin_Islands"
"Tobbi & Bobi","http://dbpedia.org/resource/Tobias_Harris","Philadelphia 76erss","http://dbpedia.org/resource/Philadelphia_76ers","Islip, New York","http://dbpedia.org/resource/Islip,_New_York"
"Gooogs","http://dbpedia.org/resource/Tom_Gugliotta","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","New York City","http://dbpedia.org/resource/New_York_City"
"The TTerminator","http://dbpedia.org/resource/Tom_Hammonds","Washingtonn Bullets","http://dbpedia.org/resource/Washington_Bullets","Fort Walton Beach, Florida","http://dbpedia.org/resource/Fort_Walton_Beach,_Florida"
"Acck Ack","http://dbpedia.org/resource/Tom_Heinsohn","Bostton Celtics","http://dbpedia.org/resource/Boston_Celtics","Jersey City, New Jersey","http://dbpedia.org/resource/Jersey_City,_New_Jersey"
"Heiniee","http://dbpedia.org/resource/Tom_Heinsohn","Boston Celttics","http://dbpedia.org/resource/Boston_Celtics","Jersey City, New Jersey","http://dbpedia.org/resource/Jersey_City,_New_Jersey"
"Tommy Gun","http://dbpedia.org/resource/Tom_Heinsohn","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Jersey City, New Jersey","http://dbpedia.org/resource/Jersey_City,_New_Jersey"
"Croatian Sensation","http://dbpedia.org/resource/Toni_Kukoč","Chicago Bulls","http://dbpedia.org/resource/Chicago_Bulls","Socialist Republic of Croatia","http://dbpedia.org/resource/Socialist_Republic_of_Croatia"
"Euro-Magicc","http://dbpedia.org/resource/Toni_Kukoč","Chicago Bullss","http://dbpedia.org/resource/Chicago_Bulls","Socialist Republic of Croatia","http://dbpedia.org/resource/Socialist_Republic_of_Croatia"
"The Waiter","http://dbpedia.org/resource/Toni_Kukoč","Chicago Bulls","http://dbpedia.org/resource/Chicago_Bulls","Socialist Republic of Croatia","http://dbpedia.org/resource/Socialist_Republic_of_Croatia"
"T-Macc","http://dbpedia.org/resource/Tracy_McGrady","Toronto Raptorss","http://dbpedia.org/resource/Toronto_Raptors","Bartow, Florida","http://dbpedia.org/resource/Bartow,_Florida"
"The Alaskan Assassin","http://dbpedia.org/resource/Trajan_Langdon","CSKA Moscoww","http://dbpedia.org/resource/PBC_CSKA_Moscow","Palo Alto, California","http://dbpedia.org/resource/Palo_Alto,_California"
"Machhine Gun","http://dbpedia.org/resource/Travis_Grant","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Clayton, Alabama","http://dbpedia.org/resource/Clayton,_Alabama"
"Tree","http://dbpedia.org/resource/Tree_Rollins","Atlanta Hawwks","http://dbpedia.org/resource/Atlanta_Hawks","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida"
"Ariza Green","http://dbpedia.org/resource/Trevor_Ariza","New York Knickss","http://dbpedia.org/resource/New_York_Knicks","Miami","http://dbpedia.org/resource/Miami"
"Athreezaa","http://dbpedia.org/resource/Trevor_Ariza","New York Knickss","http://dbpedia.org/resource/New_York_Knicks","Miami","http://dbpedia.org/resource/Miami"
"Cobraa","http://dbpedia.org/resource/Trevor_Ariza","New York Knickss","http://dbpedia.org/resource/New_York_Knicks","Miami","http://dbpedia.org/resource/Miami"
"Switchbladee","http://dbpedia.org/resource/Trevor_Ariza","New Yorrk Knicks","http://dbpedia.org/resource/New_York_Knicks","Miami","http://dbpedia.org/resource/Miami"
"Truuck","http://dbpedia.org/resource/Truck_Robinson","Waashington Bullets","http://dbpedia.org/resource/Washington_Bullets","Jacksonville, Florida","http://dbpedia.org/resource/Jacksonville,_Florida"
"Kill Billl","http://dbpedia.org/resource/Vassilis_Spanoulis","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","Larissa","http://dbpedia.org/resource/Larissa"
"V-Spann","http://dbpedia.org/resource/Vassilis_Spanoulis","Dallas Maverickss","http://dbpedia.org/resource/Dallas_Mavericks","Larissa","http://dbpedia.org/resource/Larissa"
"Air Canada","http://dbpedia.org/resource/Vince_Carter","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"Half Man Half AAmazing","http://dbpedia.org/resource/Vince_Carter","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"Old Man Vince","http://dbpedia.org/resource/Vince_Carter","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"VCC","http://dbpedia.org/resource/Vince_Carter","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"Viinsanity","http://dbpedia.org/resource/Vince_Carter","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Daytona Beach, Florida","http://dbpedia.org/resource/Daytona_Beach,_Florida"
"The Microwavee","http://dbpedia.org/resource/Vinnie_Johnson","Seattle SuperSSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Brooklyn, New York","http://dbpedia.org/resource/Brooklyn,_New_York"
"Ukraine Trainn","http://dbpedia.org/resource/Vitaly_Potapenko","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Kiev","http://dbpedia.org/resource/Kiev"
"Bells","http://dbpedia.org/resource/Walt_Bellamy","Chicago Packerss","http://dbpedia.org/resource/Chicago_Packers","New Bern, North Carolina","http://dbpedia.org/resource/New_Bern,_North_Carolina"
"Clydee","http://dbpedia.org/resource/Walt_Frazier","New York Knickss","http://dbpedia.org/resource/New_York_Knicks","Atlanta","http://dbpedia.org/resource/Atlanta"
"Iron Mann","http://dbpedia.org/resource/Wesley_Matthews","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","San Antonio","http://dbpedia.org/resource/San_Antonio"
"The BBig Dipper","http://dbpedia.org/resource/Wilt_Chamberlain","Philadelphia Warriors","http://dbpedia.org/resource/Philadelphia_Warriors","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Wilt the Stiltt","http://dbpedia.org/resource/Wilt_Chamberlain","Philadelphia Warriorss","http://dbpedia.org/resource/Philadelphia_Warriors","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"The PPrince of Midair","http://dbpedia.org/resource/World_B._Free","Philadelphia 76erss","http://dbpedia.org/resource/Philadelphia_76ers","Atlanta","http://dbpedia.org/resource/Atlanta"
"World","http://dbpedia.org/resource/World_B._Free","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Atlanta","http://dbpedia.org/resource/Atlanta"
"Worrld B. Free","http://dbpedia.org/resource/World_B._Free","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Atlanta","http://dbpedia.org/resource/Atlanta"
"The X-Mann","http://dbpedia.org/resource/Xavier_McDaniel","Seattle SuperSonicss","http://dbpedia.org/resource/Seattle_SuperSonics","Columbia, South Carolina","http://dbpedia.org/resource/Columbia,_South_Carolina"
"Chairmman Yao","http://dbpedia.org/resource/Yao_Ming","Houston Rocketss","http://dbpedia.org/resource/Houston_Rockets","Shanghai","http://dbpedia.org/resource/Shanghai"
"Ming Dynnasty","http://dbpedia.org/resource/Yao_Ming","Houston Rocketss","http://dbpedia.org/resource/Houston_Rockets","Shanghai","http://dbpedia.org/resource/Shanghai"
"Shaquie Chann","http://dbpedia.org/resource/Yao_Ming","Houston Rocketss","http://dbpedia.org/resource/Houston_Rockets","Shanghai","http://dbpedia.org/resource/Shanghai"
"The Great Wall of China","http://dbpedia.org/resource/Yao_Ming","Houston Rocketss","http://dbpedia.org/resource/Houston_Rockets","Shanghai","http://dbpedia.org/resource/Shanghai"
"Z-Boo","http://dbpedia.org/resource/Zach_Randolph","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Marion, Indiana","http://dbpedia.org/resource/Marion,_Indiana"
"Big Z","http://dbpedia.org/resource/Zydrunas_Ilgauskas","Cleveland Cavalierss","http://dbpedia.org/resource/Cleveland_Cavaliers","Kaunas","http://dbpedia.org/resource/Kaunas"
"Ice Trae","","Atlanta Hawkss","http://dbpedia.org/resource/Atlanta_Hawks","Lubbock","http://dbpedia.org/resource/Lubbock,_Texas"
"Jimmy Bucketss","","Miami Heatt","http://dbpedia.org/resource/Miami_Heat","Houston","http://dbpedia.org/resource/Houston"
"Red Velvett","","Atlantaa Hawks","http://dbpedia.org/resource/Atlanta_Hawks","Albany","http://dbpedia.org/resource/Albany,_New_York"
"Time Lordd","","Boston Celticss","http://dbpedia.org/resource/Boston_Celtics","Shreveport","http://dbpedia.org/resource/Shreveport,_Louisiana"
